CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,10.0,66.0,216.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.0,3.0,10.0,151.0,
3,55,45.0,16.0,13.0,92.0,172.5,,,9.5,3.5,70.0,169.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,10.1,8.9,71.0,202.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,26.0,0.0,5.0,176.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,3.0,38.0,161.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,3.0,2.0,30.0,137.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.8,3.2,48.0,151.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,16.0,46.0,165.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,10.3,5.7,85.0,178.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,8.1,3.9,31.0,162.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,19.0,0.0,5.0,144.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,14.0,9.0,66.0,211.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,20.0,16.0,189.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,8.0,27.0,162.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,12.5,6.5,25.0,147.0,
17,5,30.0,8.0,2.0,92.0,172.5,,,2.0,0.0,52.0,190.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,12.0,0.0,41.0,142.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,0.0,17.0,22.0,157.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,9.0,0.0,69.0,184.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,6.6,4.4,13.0,138.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,18.0,0.0,48.0,160.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,25.0,164.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,3.0,46.0,197.0,
25,65,20.0,16.0,6.0,0.0,138.0,,,4.3,1.7,50.0,198.0,
26,45,30.0,8.0,17.0,92.0,172.5,,,17.0,0.0,85.0,188.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,9.2,6.8,5.0,144.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,0.0,16.0,4.0,138.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,6.3,2.7,17.0,150.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,11.6,9.4,16.0,135.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,17.5,9.5,6.0,143.0,
