CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,0.0,144.0,,,12.5,7.5,0.0,197.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,30.0,0.0,0.0,214.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,6.2,3.8,0.0,192.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,23.1,16.9,139.0,171.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,203.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,92.0,125.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,12.4,7.6,0.0,205.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,6.1,3.9,88.0,124.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,12.6,7.4,88.0,121.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,16.9,13.1,116.0,152.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,28.6,11.4,56.0,89.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,210.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,0.0,10.0,142.0,175.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,207.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,58.0,89.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,13.3,6.7,0.0,188.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,20.0,148.0,179.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,185.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,26.4,13.6,0.0,199.0,
20,42,15.0,16.0,10.0,0.0,144.0,,,7.4,2.6,0.0,205.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,6.2,3.8,0.0,190.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,24.7,15.3,92.0,124.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,0.0,30.0,64.0,95.0,
24,38,15.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,198.0,
25,35,5.0,16.0,20.0,156.0,240.0,,,11.1,8.9,151.0,184.0,
26,95,30.0,8.0,30.0,0.0,144.0,,,0.0,30.0,0.0,175.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,60.0,92.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,10.0,0.0,0.0,189.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,6.0,4.0,0.0,179.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,5.8,4.2,71.0,106.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,187.0,
32,87,30.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,192.0,
33,85,25.0,8.0,10.0,0.0,144.0,,,0.0,10.0,48.0,83.0,
34,85,35.0,8.0,30.0,0.0,144.0,,,30.0,0.0,0.0,195.0,
35,67,85.0,16.0,20.0,96.0,180.0,,,12.3,7.7,138.0,169.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,0.0,40.0,43.0,76.0,
37,65,82.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,199.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,20.2,9.8,72.0,106.0,
39,60,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,37.0,69.0,
40,60,85.0,16.0,30.0,0.0,144.0,,,18.7,11.3,84.0,116.0,
41,58,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,91.0,125.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,32.0,63.0,
43,55,85.0,16.0,20.0,0.0,144.0,,,11.8,8.2,0.0,208.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,6.1,3.9,62.0,94.0,
45,20,82.0,16.0,10.0,0.0,144.0,,,7.0,3.0,35.0,67.0,
