CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,149.5,230.0,,,0.0,10.0,150.0,182.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,7.0,0.0,39.0,72.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,6.7,6.3,103.0,138.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,19.0,136.0,169.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,15.7,10.3,22.0,55.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,3.0,0.0,87.0,121.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,2.7,2.3,69.0,101.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,9.0,0.0,82.0,118.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,16.0,0.0,87.0,118.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,0.0,16.0,112.0,145.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,7.6,4.4,56.0,88.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,19.0,53.0,84.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,23.0,149.0,180.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,20.0,0.0,29.0,62.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,5.5,2.5,51.0,82.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,10.1,8.9,62.0,95.0,
17,5,30.0,16.0,2.0,149.5,230.0,,,1.1,0.9,147.0,180.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,7.6,4.4,76.0,108.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,10.8,6.2,65.0,97.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,9.0,0.0,115.0,147.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,7.2,3.8,49.0,83.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,11.2,6.8,87.0,119.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,55.0,90.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,3.0,143.0,176.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,0.0,6.0,153.0,188.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
