CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,4.9,3.1,7.7,4.3,145.0,142.0,175.0,178.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,48.0,50.0,80.0,80.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,2.1,1.9,3.6,2.4,108.0,107.0,139.0,142.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,16.0,0.0,24.0,0.0,139.0,141.0,171.0,172.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,5.9,2.1,8.2,3.8,41.0,40.0,73.0,71.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.7,2.3,7.7,4.3,94.0,95.0,128.0,125.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,77.0,78.0,112.0,111.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,91.0,90.0,123.0,124.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,89.0,88.0,124.0,121.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,116.0,119.0,149.0,150.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.5,6.5,16.8,7.2,58.0,57.0,89.0,90.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.0,3.0,7.9,4.1,61.0,63.0,95.0,95.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.6,1.4,3.8,2.2,140.0,142.0,174.0,175.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,33.0,34.0,66.0,68.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,4.6,3.4,7.3,4.7,55.0,56.0,88.0,89.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,72.0,71.0,105.0,105.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,4.4,3.6,6.7,5.3,149.0,149.0,179.0,180.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.7,4.3,86.0,87.0,120.0,118.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,10.2,5.8,14.9,9.1,72.0,69.0,104.0,103.0,
