CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,149.5,230.0,,,0.0,10.0,123.0,205.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.4,2.6,20.0,94.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,7.7,5.3,105.0,137.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,11.1,7.9,61.0,203.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,16.8,9.2,14.0,114.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,3.0,0.0,44.0,156.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,5.0,0.0,62.0,107.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,9.0,0.0,55.0,138.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,16.0,0.0,50.0,151.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,16.0,0.0,96.0,156.0,
11,20,65.0,8.0,12.0,0.0,138.0,,,0.0,12.0,28.0,163.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,13.3,5.7,37.0,99.0,
13,30,25.0,16.0,23.0,92.0,172.5,,,14.4,8.6,56.0,214.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,20.0,0.0,31.0,138.0,
15,30,5.0,8.0,8.0,0.0,138.0,,,0.0,8.0,28.0,159.0,
16,10,20.0,16.0,19.0,0.0,138.0,,,11.6,7.4,51.0,109.0,
17,5,30.0,16.0,2.0,0.0,138.0,,,1.5,0.5,39.0,201.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,7.8,4.2,75.0,108.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,11.4,5.6,50.0,112.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,9.0,0.0,104.0,152.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,6.7,4.3,36.0,101.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,11.7,6.3,56.0,144.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,29.0,0.0,33.0,158.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,1.9,1.1,111.0,196.0,
25,65,20.0,16.0,6.0,0.0,138.0,,,4.2,1.8,42.0,198.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
