CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,10.0,0.0,0.0,997.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,7.0,0.0,989.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,7.2,5.8,0.0,992.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,0.0,19.0,670.0,809.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,16.4,9.6,0.0,1000.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,1.8,1.2,406.0,516.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,3.1,1.9,0.0,991.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,9.0,0.0,401.0,485.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,9.4,6.6,397.0,503.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,10.4,5.6,575.0,635.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,12.0,0.0,196.0,335.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,12.1,6.9,0.0,989.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,12.6,10.4,683.0,831.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,20.0,18.0,255.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,5.3,2.7,162.0,303.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,12.8,6.2,268.0,379.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,2.0,0.0,722.0,877.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,6.4,5.6,373.0,437.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,10.4,6.6,266.0,387.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,9.0,0.0,577.0,669.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,11.0,0.0,0.0,987.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,18.0,0.0,404.0,501.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,17.3,11.7,194.0,328.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,0.0,3.0,701.0,849.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,3.9,2.1,807.0,959.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,9.3,7.7,0.0,980.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,10.7,5.3,104.0,262.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,11.3,4.7,99.0,265.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,5.9,3.1,187.0,322.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,0.0,21.0,252.0,358.0,
31,31,52.0,8.0,27.0,0.0,600.0,,,0.0,27.0,0.0,981.0,
32,35,69.0,8.0,23.0,650.0,1000.0,,,0.0,23.0,651.0,785.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,6.6,4.4,34.0,210.0,
34,65,55.0,8.0,14.0,0.0,600.0,,,0.0,14.0,0.0,972.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,5.2,2.8,685.0,824.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,5.0,0.0,39.0,215.0,
37,20,20.0,16.0,8.0,0.0,600.0,,,4.3,3.7,0.0,973.0,
38,5,5.0,8.0,16.0,0.0,600.0,,,16.0,0.0,301.0,411.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,18.0,13.0,15.0,226.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,5.8,3.2,357.0,441.0,
41,42,7.0,16.0,5.0,0.0,600.0,,,3.3,1.7,392.0,514.0,
42,24,12.0,16.0,5.0,0.0,600.0,,,3.1,1.9,11.0,183.0,
43,23,3.0,8.0,7.0,400.0,750.0,,,0.0,7.0,612.0,710.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,11.5,6.5,229.0,341.0,
45,6,38.0,16.0,16.0,0.0,600.0,,,9.2,6.8,21.0,197.0,
46,2,48.0,16.0,1.0,400.0,750.0,,,0.6,0.4,505.0,630.0,
47,8,56.0,16.0,27.0,0.0,600.0,,,14.4,12.6,71.0,266.0,
48,13,52.0,16.0,36.0,0.0,600.0,,,23.5,12.5,0.0,973.0,
49,6,68.0,8.0,30.0,0.0,600.0,,,0.0,30.0,501.0,542.0,
50,47,47.0,8.0,13.0,0.0,600.0,,,0.0,13.0,0.0,993.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
