CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,0.0,2.9,0.0,1.1,0.0,4.9,0.0,1.1,9.0,1.0,209.0,213.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,2.8,0.0,0.0,0.0,4.2,0.0,0.0,0.0,18.0,7.0,207.0,203.0,
3,55,45.0,32.0,13.0,0.0,138.0,,,2.1,1.4,1.3,0.4,3.5,2.7,1.2,0.4,46.0,48.0,190.0,195.0,
4,55,20.0,32.0,19.0,92.0,172.5,,,3.9,2.4,1.1,0.2,4.8,3.7,2.3,0.6,136.0,136.0,169.0,171.0,
5,15,30.0,24.0,26.0,0.0,138.0,,,0.0,6.4,2.7,1.3,0.0,8.3,4.1,3.2,9.0,3.0,212.0,203.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.9,0.0,0.3,0.0,1.3,0.0,0.5,0.0,73.0,71.0,132.0,134.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,19.0,179.0,177.0,
8,10,43.0,32.0,9.0,0.0,138.0,,,1.7,1.1,0.7,0.1,2.7,1.7,0.9,0.2,84.0,86.0,114.0,112.0,
9,55,60.0,32.0,16.0,0.0,138.0,,,2.5,2.1,1.2,0.6,4.1,2.9,2.1,0.5,87.0,87.0,116.0,116.0,
10,30,60.0,24.0,16.0,92.0,172.5,,,3.0,2.2,1.2,0.0,4.8,3.0,1.8,0.0,106.0,106.0,150.0,153.0,
11,20,65.0,24.0,12.0,0.0,138.0,,,0.0,3.1,1.1,0.6,0.0,3.8,2.8,0.6,56.0,54.0,87.0,86.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,5.1,0.0,2.5,0.0,8.5,0.0,2.9,0.0,9.0,9.0,206.0,203.0,
