CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,624.0,960.0,,,3.2,2.4,1.6,0.8,6.1,3.9,1.7,0.2,589.0,605.0,862.0,858.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,0.0,0.0,8.3,3.7,0.0,0.0,13.2,4.8,68.0,77.0,342.0,346.0,
3,22,85.0,32.0,10.0,384.0,720.0,,,2.0,1.3,0.7,0.1,2.4,1.9,1.4,0.3,402.0,410.0,666.0,653.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,561.0,568.0,846.0,845.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,39.0,39.0,293.0,296.0,
6,18,75.0,24.0,20.0,0.0,576.0,,,0.0,4.5,2.7,0.8,0.0,6.8,4.6,0.6,304.0,307.0,579.0,578.0,
7,15,75.0,32.0,20.0,0.0,576.0,,,3.7,2.7,1.3,0.2,5.2,3.6,1.9,1.2,224.0,226.0,485.0,498.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,3.2,0.0,0.0,0.8,4.7,0.0,0.0,1.3,302.0,298.0,567.0,554.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,4.9,3.1,0.0,0.0,7.1,4.9,0.0,0.0,302.0,291.0,571.0,571.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,9.4,0.0,2.6,0.0,12.2,0.0,5.8,0.0,457.0,444.0,708.0,722.0,
11,8,40.0,24.0,40.0,0.0,576.0,,,0.0,9.3,6.0,0.7,0.0,14.8,8.0,1.2,117.0,131.0,389.0,385.0,
12,8,45.0,24.0,20.0,0.0,576.0,,,0.0,4.0,2.7,1.3,0.0,6.0,5.0,1.0,158.0,157.0,426.0,410.0,
13,5,35.0,32.0,10.0,624.0,960.0,,,1.9,1.3,0.8,0.1,2.4,2.0,1.1,0.5,592.0,574.0,856.0,841.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,16.0,15.0,297.0,289.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,5.8,0.0,2.2,0.0,8.9,0.0,3.1,0.0,99.0,110.0,367.0,370.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,182.0,182.0,457.0,443.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,5.7,0.0,2.3,0.0,8.5,0.0,3.5,0.0,642.0,623.0,902.0,894.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.9,0.0,2.1,0.0,9.1,0.0,2.9,0.0,270.0,275.0,534.0,539.0,
19,42,10.0,32.0,40.0,0.0,576.0,,,7.7,4.5,3.0,0.7,10.9,7.1,5.1,0.8,193.0,175.0,441.0,450.0,
20,42,15.0,24.0,10.0,384.0,720.0,,,0.0,2.7,1.2,0.1,0.0,3.6,1.4,1.0,464.0,475.0,724.0,737.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,0.0,0.0,2.8,1.2,0.0,0.0,3.8,2.2,133.0,149.0,417.0,415.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,9.9,6.1,0.0,0.0,13.7,10.3,0.0,0.0,302.0,297.0,564.0,579.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,141.0,122.0,383.0,402.0,
24,38,15.0,32.0,10.0,624.0,960.0,,,1.9,1.3,0.6,0.2,2.9,1.9,0.9,0.3,610.0,602.0,879.0,867.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,663.0,656.0,915.0,925.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
