CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,5.2,4.8,887.0,998.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,30.0,812.0,883.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.2,3.8,52.0,161.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,7.0,3.0,702.0,812.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,10.0,11.0,60.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,20.0,0.0,548.0,780.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,167.0,225.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,12.7,7.3,250.0,336.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,0.0,10.0,486.0,664.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,7.2,2.8,360.0,409.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.2,3.8,448.0,505.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,12.7,7.3,641.0,731.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,30.0,28.0,96.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,6.7,3.3,570.0,617.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,26.4,13.6,391.0,421.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,475.0,527.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,101.0,142.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,166.0,269.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,269.0,351.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.1,3.9,3.0,80.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,10.1,9.9,918.0,965.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,13.8,6.2,802.0,895.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,5.2,4.8,739.0,770.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,5.8,4.2,55.0,160.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,23.5,16.5,171.0,222.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
