CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,577.0,566.0,889.0,878.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,53.0,73.0,373.0,367.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,4.0,0.0,6.0,0.0,468.0,468.0,598.0,595.0,
4,20,80.0,8.0,40.0,384.0,720.0,,,0.0,16.0,0.0,24.0,371.0,386.0,922.0,925.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.4,2.6,7.7,4.3,23.0,32.0,412.0,394.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,224.0,244.0,653.0,663.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,4.6,3.4,6.9,5.1,277.0,272.0,441.0,439.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,253.0,265.0,609.0,583.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,4.9,3.1,7.6,4.4,227.0,230.0,626.0,626.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,6.5,5.5,10.7,7.3,450.0,466.0,697.0,704.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,15.0,5.0,524.0,543.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,144.0,153.0,419.0,410.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,0.0,4.0,0.0,6.0,345.0,303.0,942.0,944.0,
