CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,877.0,1002.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,30.0,0.0,799.0,899.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.5,3.5,17.0,202.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,5.6,4.4,688.0,815.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.2,3.8,12.0,122.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,20.0,0.0,569.0,747.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,12.7,7.3,132.0,260.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,13.5,6.5,220.0,366.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,6.3,3.7,484.0,640.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,327.0,437.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,5.8,4.2,411.0,539.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,0.0,20.0,613.0,763.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,26.0,158.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,6.5,3.5,540.0,649.0,
15,20,80.0,16.0,40.0,0.0,741.6,,,28.2,11.8,360.0,455.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,40.0,448.0,559.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,74.0,179.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,127.0,305.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,7.2,2.8,231.0,388.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,9.0,139.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,20.0,882.0,994.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,767.0,926.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,706.0,809.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,7.2,2.8,18.0,192.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,40.0,132.0,253.0,
26,25,55.0,8.0,10.0,0.0,741.6,,,10.0,0.0,578.0,746.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,10.0,233.0,347.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,20.0,0.0,520.0,623.0,
29,20,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,329.0,430.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,6.2,3.8,412.0,541.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,175.0,258.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,30.0,170.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,0.0,40.0,52.0,206.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,13.4,6.6,718.0,860.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,6.9,3.1,245.0,378.0,
36,5,45.0,8.0,10.0,494.4,927.0,,,0.0,10.0,635.0,742.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,20.0,0.0,346.0,463.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,456.0,548.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,11.4,8.6,526.0,658.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,236.0,351.0,
41,35,32.0,16.0,10.0,0.0,741.6,,,6.8,3.2,130.0,272.0,
42,33,32.0,16.0,20.0,0.0,741.6,,,12.5,7.5,27.0,206.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,14.0,148.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,327.0,440.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,5.5,4.5,511.0,634.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,19.9,10.1,415.0,544.0,
47,30,35.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,969.0,1135.0,
48,28,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,590.0,731.0,
49,28,35.0,16.0,10.0,803.4,1236.0,,,6.6,3.4,961.0,1105.0,
50,26,32.0,16.0,10.0,494.4,927.0,,,6.1,3.9,783.0,920.0,
51,25,30.0,8.0,10.0,494.4,927.0,,,10.0,0.0,693.0,818.0,
52,25,35.0,16.0,10.0,803.4,1236.0,,,5.4,4.6,874.0,1004.0,
53,44,5.0,16.0,20.0,0.0,741.6,,,11.9,8.1,250.0,380.0,
54,42,10.0,16.0,40.0,0.0,741.6,,,24.1,15.9,145.0,304.0,
55,42,15.0,8.0,10.0,0.0,741.6,,,0.0,10.0,53.0,197.0,
56,40,5.0,16.0,30.0,0.0,741.6,,,17.4,12.6,351.0,472.0,
57,40,15.0,16.0,40.0,0.0,741.6,,,26.2,13.8,28.0,141.0,
58,38,5.0,16.0,30.0,0.0,741.6,,,18.0,12.0,434.0,571.0,
59,38,15.0,8.0,10.0,494.4,927.0,,,10.0,0.0,593.0,796.0,
60,35,5.0,16.0,20.0,0.0,741.6,,,13.8,6.2,519.0,671.0,
61,50,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,481.0,656.0,
62,50,35.0,8.0,20.0,0.0,741.6,,,0.0,20.0,226.0,354.0,
63,50,40.0,8.0,50.0,0.0,741.6,,,50.0,0.0,140.0,243.0,
64,48,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,588.0,736.0,
65,48,40.0,16.0,10.0,0.0,741.6,,,6.4,3.6,48.0,158.0,
66,47,35.0,8.0,10.0,494.4,927.0,,,0.0,10.0,799.0,906.0,
67,47,40.0,16.0,10.0,0.0,741.6,,,6.6,3.4,5.0,144.0,
68,45,30.0,16.0,10.0,494.4,927.0,,,7.0,3.0,709.0,800.0,
69,45,35.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,887.0,999.0,
70,95,30.0,16.0,30.0,0.0,741.6,,,16.8,13.2,352.0,492.0,
71,95,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,260.0,397.0,
72,53,30.0,16.0,10.0,0.0,741.6,,,5.3,4.7,415.0,534.0,
73,92,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,439.0,596.0,
