CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,66.0,203.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,20.6,9.4,19.0,158.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,10.0,59.0,188.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,40.0,150.0,162.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,12.5,7.5,35.0,162.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,13.5,6.5,94.0,123.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,11.7,8.3,30.0,165.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,101.0,111.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,10.9,9.1,101.0,111.0,
10,10,40.0,16.0,30.0,0.0,144.0,,,18.2,11.8,122.0,146.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,40.0,0.0,68.0,79.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,11.3,8.7,32.0,157.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,10.0,0.0,151.0,162.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,5.6,4.4,30.0,121.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,10.7,9.3,68.0,78.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,13.2,6.8,56.0,116.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,20.0,0.0,147.0,181.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,20.0,0.0,76.0,127.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,25.2,14.8,54.0,117.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,106.0,164.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,10.0,43.0,167.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,21.8,18.2,91.0,119.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,30.0,0.0,75.0,85.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,10.0,0.0,125.0,200.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,20.0,170.0,182.0,
26,95,30.0,8.0,30.0,0.0,144.0,,,30.0,0.0,56.0,181.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,13.2,6.8,57.0,96.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,5.5,4.5,51.0,123.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,6.2,3.8,49.0,116.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,6.7,3.3,75.0,104.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,0.0,20.0,48.0,171.0,
32,87,30.0,8.0,10.0,96.0,180.0,,,0.0,10.0,113.0,177.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,5.7,4.3,48.0,87.0,
34,85,35.0,16.0,30.0,96.0,180.0,,,19.4,10.6,57.0,190.0,
35,67,85.0,16.0,20.0,96.0,180.0,,,12.3,7.7,138.0,172.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,0.0,40.0,43.0,81.0,
37,65,82.0,16.0,10.0,96.0,180.0,,,5.5,4.5,59.0,190.0,
38,62,80.0,8.0,30.0,0.0,144.0,,,30.0,0.0,84.0,95.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,6.9,3.1,32.0,75.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,30.0,0.0,87.0,113.0,
41,58,75.0,16.0,20.0,0.0,144.0,,,10.7,9.3,91.0,123.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,33.0,69.0,
43,55,85.0,16.0,20.0,96.0,180.0,,,13.9,6.1,113.0,169.0,
44,55,82.0,8.0,10.0,0.0,144.0,,,0.0,10.0,74.0,85.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,10.0,0.0,35.0,75.0,
46,18,80.0,8.0,10.0,96.0,180.0,,,0.0,10.0,98.0,160.0,
47,2,45.0,16.0,10.0,0.0,144.0,,,5.9,4.1,30.0,114.0,
48,42,5.0,16.0,10.0,96.0,180.0,,,6.8,3.2,61.0,191.0,
49,42,12.0,16.0,10.0,0.0,144.0,,,6.3,3.7,107.0,128.0,
