CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,2.4,1.6,4.3,1.7,0.0,0.0,3375.0,3288.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,12.0,0.0,18.0,0.0,0.0,0.0,3383.0,3390.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,0.0,0.0,3313.0,3382.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1252.0,1251.0,1426.0,1428.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,4.0,2.0,0.0,0.0,3371.0,3345.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,5.7,2.3,6.3,5.7,493.0,482.0,669.0,666.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,8.0,0.0,12.0,0.0,0.0,3369.0,3374.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,5.5,2.5,8.7,3.3,2874.0,2887.0,3058.0,3051.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,2.4,1.6,3.3,2.7,2600.0,2589.0,2765.0,2774.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,2.5,1.5,3.3,2.7,2791.0,2791.0,2964.0,2967.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2682.0,2694.0,2859.0,2868.0,
12,25,85.0,16.0,20.0,0.0,2034.0,,,5.7,2.3,7.8,4.2,0.0,0.0,3349.0,3295.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,12.0,0.0,18.0,0.0,2400.0,2390.0,2575.0,2576.0,
14,22,85.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,0.0,0.0,3308.0,3277.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,16.0,0.0,24.0,2204.0,2208.0,2388.0,2378.0,
16,20,85.0,16.0,40.0,0.0,2034.0,,,9.8,6.2,17.2,6.8,0.0,0.0,3305.0,3341.0,
17,18,75.0,8.0,20.0,1356.0,2542.5,,,0.0,8.0,0.0,12.0,2298.0,2304.0,2472.0,2480.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,12.0,0.0,0.0,0.0,3358.0,3365.0,
19,15,80.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,3.9,2.1,0.0,0.0,3373.0,3384.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,0.0,0.0,3373.0,3322.0,
21,30,56.0,16.0,20.0,0.0,2034.0,,,4.3,3.7,7.3,4.7,0.0,0.0,3309.0,3316.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,5.7,2.3,8.4,3.6,13.0,14.0,184.0,196.0,
23,14,66.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,1632.0,1635.0,1817.0,1804.0,
24,25,50.0,8.0,10.0,0.0,2034.0,,,0.0,4.0,0.0,6.0,0.0,0.0,3377.0,3326.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,0.0,16.0,0.0,24.0,2494.0,2504.0,2668.0,2668.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,
