CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,96.0,180.0,,,11.3,8.7,63.0,198.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,18.3,11.7,27.0,159.0,
3,22,85.0,16.0,10.0,96.0,180.0,,,5.9,4.1,54.0,195.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,25.4,14.6,150.0,161.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,11.3,8.7,40.0,165.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,93.0,123.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,11.8,8.2,29.0,162.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,0.0,10.0,100.0,112.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,101.0,112.0,
10,10,40.0,8.0,30.0,0.0,144.0,,,0.0,30.0,122.0,144.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,26.3,13.7,68.0,80.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,11.8,8.2,21.0,159.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,0.0,10.0,152.0,162.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,6.3,3.7,26.0,124.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,67.0,78.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,12.1,7.9,57.0,115.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,12.8,7.2,146.0,182.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,12.7,7.3,74.0,125.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,40.0,0.0,52.0,116.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,6.7,3.3,110.0,163.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,10.0,0.0,36.0,172.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,40.0,0.0,94.0,121.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,21.1,8.9,75.0,86.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,6.1,3.9,127.0,195.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,20.0,170.0,181.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
