CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,127.0,192.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,30.0,0.0,32.0,99.0,
3,22,85.0,8.0,10.0,96.0,180.0,,,0.0,10.0,94.0,155.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,40.0,120.0,186.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,0.0,20.0,39.0,104.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,79.0,140.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,59.0,129.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,73.0,138.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,74.0,140.0,
10,10,40.0,16.0,30.0,96.0,180.0,,,15.5,14.5,101.0,165.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,21.4,18.6,41.0,107.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,20.0,0.0,43.0,111.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,6.0,4.0,124.0,188.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,10.0,29.0,95.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,38.0,103.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,11.5,8.5,51.0,117.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,13.5,6.5,124.0,192.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,14.0,6.0,71.0,132.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,40.0,0.0,54.0,121.0,
20,42,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,105.0,173.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,0.0,10.0,52.0,118.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,40.0,73.0,138.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,0.0,30.0,45.0,110.0,
24,38,15.0,8.0,10.0,96.0,180.0,,,0.0,10.0,127.0,196.0,
25,35,5.0,16.0,20.0,96.0,180.0,,,10.5,9.5,122.0,189.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
