CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,1150.0,1149.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,0.0,0.0,10.8,1.2,0.0,0.0,12.3,5.7,0.0,0.0,1202.0,1188.0,
3,42,66.0,32.0,10.0,0.0,741.6,,,1.7,1.2,0.9,0.2,2.5,1.7,1.2,0.6,0.0,0.0,1205.0,1129.0,
4,42,68.0,32.0,10.0,494.4,927.0,,,1.9,1.3,0.7,0.1,2.7,1.9,1.2,0.1,726.0,726.0,783.0,786.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,0.0,0.0,2.8,1.2,0.0,0.0,4.0,2.0,0.0,0.0,1222.0,1167.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,617.0,620.0,708.0,706.0,
7,40,66.0,32.0,20.0,0.0,741.6,,,3.7,2.6,1.4,0.4,5.4,4.0,2.1,0.5,0.0,0.0,1235.0,1154.0,
8,38,68.0,32.0,20.0,0.0,741.6,,,3.4,2.6,1.5,0.5,6.3,3.2,2.3,0.2,248.0,248.0,329.0,329.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,1.9,1.6,0.0,0.5,3.7,2.2,0.0,0.1,532.0,529.0,610.0,610.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,355.0,354.0,411.0,410.0,
11,35,69.0,32.0,10.0,0.0,741.6,,,1.8,1.2,0.9,0.1,2.7,2.0,0.8,0.5,447.0,442.0,507.0,506.0,
12,25,85.0,32.0,20.0,0.0,741.6,,,3.4,2.3,1.4,0.9,6.3,3.4,1.9,0.4,0.0,0.0,1125.0,1179.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,26.0,29.0,98.0,94.0,
14,22,85.0,24.0,10.0,0.0,741.6,,,2.4,0.0,1.2,0.4,3.8,0.0,2.0,0.2,0.0,0.0,1131.0,1152.0,
15,20,80.0,32.0,40.0,0.0,741.6,,,7.6,4.7,2.3,1.3,11.1,7.6,3.4,1.9,379.0,379.0,433.0,429.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,0.0,0.0,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,1209.0,1162.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,5.2,2.8,0.0,0.0,6.4,5.6,0.0,0.0,96.0,95.0,151.0,148.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,1113.0,1129.0,
19,15,80.0,24.0,10.0,0.0,741.6,,,2.0,1.5,0.0,0.4,2.9,2.3,0.0,0.8,0.0,0.0,1151.0,1157.0,
20,30,50.0,24.0,10.0,0.0,741.6,,,0.0,1.9,1.5,0.6,0.0,3.4,2.1,0.5,0.0,0.0,1195.0,1177.0,
21,30,52.0,32.0,20.0,0.0,741.6,,,3.3,2.3,1.5,0.8,5.0,3.4,2.7,0.9,0.0,0.0,1203.0,1199.0,
22,28,52.0,24.0,20.0,494.4,927.0,,,3.9,2.2,1.9,0.0,5.3,4.0,2.7,0.0,811.0,812.0,890.0,890.0,
23,28,55.0,24.0,10.0,494.4,927.0,,,0.0,2.0,1.5,0.5,0.0,3.3,1.6,1.2,728.0,729.0,780.0,777.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.4,1.6,0.0,0.0,3.7,2.3,0.0,0.0,0.0,0.0,1174.0,1180.0,
25,25,52.0,32.0,40.0,0.0,741.6,,,7.5,4.4,3.7,0.5,10.6,7.5,3.8,2.1,163.0,164.0,229.0,224.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,,,,,
