CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,2.6,1.4,3.6,2.4,0.0,0.0,999.0,980.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.7,1.1,2.7,1.5,0.0,0.0,995.0,992.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,5.2,0.0,7.8,0.0,0.0,0.0,981.0,993.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,0.0,7.6,0.0,11.4,620.0,602.0,881.0,881.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,6.3,4.1,11.2,4.4,0.0,0.0,987.0,983.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.7,0.5,1.1,0.7,344.0,324.0,607.0,601.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,0.0,0.0,988.0,981.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.2,1.4,3.4,2.0,310.0,323.0,587.0,586.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,9.6,306.0,317.0,585.0,575.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,3.7,2.7,5.8,3.8,473.0,467.0,726.0,734.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,2.8,2.0,4.8,2.4,127.0,139.0,386.0,395.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,5.0,2.6,6.0,5.4,0.0,0.0,993.0,989.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,6.2,3.0,8.6,5.2,626.0,633.0,899.0,891.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,8.0,0.0,12.0,0.0,0.0,0.0,972.0,970.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,1.8,1.4,3.2,1.6,115.0,116.0,371.0,371.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,5.3,2.3,7.8,3.6,0.0,0.0,990.0,967.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.6,0.2,0.7,0.5,680.0,663.0,934.0,934.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,2.8,2.0,4.2,3.0,0.0,0.0,985.0,998.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,978.0,978.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,2.2,1.4,3.6,1.8,0.0,0.0,996.0,990.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,2.9,1.5,4.1,2.5,0.0,0.0,999.0,992.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,4.4,2.8,6.4,4.4,322.0,322.0,596.0,585.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,8.1,3.5,10.6,6.8,124.0,143.0,409.0,386.0,
24,65,35.0,8.0,3.0,0.0,600.0,,,1.2,0.0,1.8,0.0,0.0,0.0,978.0,981.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,1.4,1.0,2.3,1.3,708.0,708.0,962.0,978.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
