CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,650.0,1000.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,641.0,639.0,922.0,910.0,
2,35,17.0,24.0,7.0,0.0,600.0,,,1.9,0.0,0.8,0.1,2.7,0.0,1.3,0.1,69.0,92.0,357.0,342.0,
3,55,45.0,32.0,13.0,400.0,750.0,,,1.9,1.8,1.2,0.3,3.2,2.3,1.8,0.6,425.0,425.0,685.0,678.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,6.7,0.0,0.0,0.9,10.3,0.0,0.0,1.1,617.0,620.0,874.0,867.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,0.0,0.0,10.4,0.0,0.0,0.0,15.6,18.0,19.0,267.0,280.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.7,0.4,0.0,0.0,1.0,0.6,0.0,0.3,327.0,341.0,609.0,605.0,
7,20,50.0,32.0,5.0,0.0,600.0,,,1.0,0.6,0.3,0.2,1.4,0.9,0.6,0.1,250.0,246.0,513.0,508.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,3.0,0.0,0.0,0.6,4.8,0.0,0.0,0.6,311.0,312.0,574.0,580.0,
9,55,60.0,24.0,16.0,0.0,600.0,,,0.0,3.9,1.6,0.9,0.0,4.4,3.8,1.5,310.0,317.0,574.0,575.0,
10,30,60.0,32.0,16.0,400.0,750.0,,,2.8,1.8,1.5,0.3,4.2,3.4,1.2,0.7,482.0,484.0,744.0,741.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,0.0,4.8,0.0,0.0,0.0,7.2,0.0,142.0,141.0,392.0,395.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,0.0,0.0,7.6,0.0,0.0,0.0,11.4,162.0,161.0,414.0,412.0,
13,30,25.0,32.0,23.0,650.0,1000.0,,,4.2,2.4,2.1,0.4,6.0,4.9,2.6,0.3,634.0,616.0,902.0,894.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,15.0,29.0,288.0,295.0,
15,30,5.0,32.0,8.0,0.0,600.0,,,1.2,1.0,0.7,0.2,2.0,1.6,1.0,0.2,99.0,111.0,367.0,376.0,
16,10,20.0,24.0,19.0,0.0,600.0,,,4.1,3.2,0.0,0.3,5.7,4.5,0.0,1.2,191.0,180.0,448.0,452.0,
17,5,30.0,32.0,2.0,650.0,1000.0,,,0.4,0.3,0.1,0.1,0.5,0.4,0.2,0.1,667.0,681.0,942.0,942.0,
18,20,40.0,32.0,12.0,0.0,600.0,,,2.1,1.3,0.9,0.5,3.1,2.4,1.2,0.6,272.0,285.0,530.0,543.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,0.0,6.8,0.0,0.0,0.0,10.2,0.0,201.0,192.0,467.0,451.0,
20,45,65.0,32.0,9.0,400.0,750.0,,,1.5,1.1,0.9,0.1,2.2,1.8,0.9,0.5,504.0,497.0,762.0,749.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,4.2,0.0,0.0,0.2,6.0,0.0,0.0,0.6,130.0,132.0,413.0,415.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,5.0,0.0,2.2,0.0,7.2,0.0,3.6,0.0,322.0,315.0,596.0,581.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,0.0,11.6,0.0,0.0,0.0,17.4,0.0,135.0,129.0,404.0,410.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,0.0,0.0,1.2,0.0,0.0,0.0,1.8,0.0,655.0,646.0,912.0,920.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,0.0,0.0,2.4,0.0,0.0,0.0,3.6,0.0,696.0,695.0,974.0,957.0,
26,45,30.0,16.0,17.0,400.0,750.0,,,4.5,0.0,2.3,0.0,6.5,0.0,3.7,0.0,486.0,499.0,751.0,766.0,
27,35,40.0,24.0,16.0,0.0,600.0,,,3.1,2.3,1.0,0.0,4.1,3.5,2.0,0.0,48.0,43.0,314.0,304.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,49.0,57.0,319.0,328.0,
29,64,42.0,32.0,9.0,0.0,600.0,,,1.6,1.2,0.5,0.3,2.5,1.7,0.9,0.3,128.0,109.0,375.0,388.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,0.0,8.4,0.0,0.0,0.0,12.6,0.0,0.0,177.0,170.0,434.0,433.0,
31,31,52.0,24.0,27.0,0.0,600.0,,,0.0,6.1,3.7,1.1,0.0,8.5,4.5,3.2,77.0,70.0,347.0,338.0,
32,35,69.0,16.0,23.0,650.0,1000.0,,,5.9,3.3,0.0,0.0,8.1,5.7,0.0,0.0,593.0,588.0,850.0,857.0,
33,53,52.0,24.0,11.0,0.0,600.0,,,2.0,1.5,0.9,0.0,2.7,2.3,1.7,0.0,16.0,19.0,281.0,264.0,
34,65,55.0,8.0,14.0,400.0,750.0,,,0.0,5.6,0.0,0.0,0.0,8.4,0.0,0.0,433.0,445.0,703.0,700.0,
35,63,65.0,24.0,8.0,650.0,1000.0,,,2.2,0.0,0.8,0.2,3.3,0.0,1.2,0.3,622.0,618.0,889.0,893.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,29.0,17.0,291.0,281.0,
37,20,20.0,16.0,8.0,400.0,750.0,,,2.4,0.0,0.8,0.0,3.2,0.0,1.6,0.0,516.0,526.0,772.0,783.0,
