CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,650.0,1000.0,,,4.0,0.0,6.0,0.0,701.0,692.0,850.0,859.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,141.0,137.0,282.0,292.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,0.0,5.2,0.0,7.8,527.0,527.0,584.0,585.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,5.4,2.2,7.2,4.2,668.0,671.0,812.0,810.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,6.2,4.2,10.4,5.2,28.0,30.0,216.0,214.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.8,0.4,1.2,0.6,415.0,412.0,516.0,516.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.4,0.6,1.8,1.2,326.0,324.0,411.0,416.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,399.0,404.0,485.0,488.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,399.0,394.0,506.0,504.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,4.1,2.3,5.1,4.5,572.0,573.0,637.0,636.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,3.0,1.8,4.7,2.5,195.0,195.0,335.0,332.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,7.6,0.0,11.4,218.0,225.0,350.0,355.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,6.2,3.0,7.7,6.1,680.0,676.0,831.0,830.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,5.3,2.7,7.2,4.8,17.0,30.0,251.0,262.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,3.2,0.0,4.8,0.0,162.0,175.0,301.0,303.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,0.0,7.6,0.0,11.4,268.0,262.0,375.0,376.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.8,0.0,1.2,0.0,731.0,719.0,876.0,880.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,3.4,1.4,4.5,2.7,373.0,374.0,438.0,438.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,3.8,3.0,6.2,4.0,258.0,268.0,380.0,387.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,3.6,0.0,5.4,0.0,576.0,580.0,673.0,674.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,4.4,0.0,6.6,0.0,214.0,209.0,342.0,335.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,4.3,2.9,6.2,4.6,406.0,408.0,497.0,500.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,11.6,0.0,17.4,0.0,194.0,204.0,325.0,331.0,
