CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,138.0,,,5.7,4.3,0.0,210.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,4.0,3.0,0.0,207.0,
3,55,45.0,8.0,13.0,0.0,138.0,,,0.0,13.0,0.0,208.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,0.0,19.0,136.0,172.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,15.4,10.6,0.0,207.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,1.6,1.4,86.0,121.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,3.5,1.5,0.0,200.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.3,3.7,85.0,117.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,16.0,86.0,119.0,
10,30,60.0,8.0,16.0,92.0,172.5,,,0.0,16.0,113.0,145.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,7.3,4.7,56.0,89.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,19.0,0.0,0.0,225.0,
13,30,25.0,16.0,23.0,149.5,230.0,,,15.8,7.2,147.0,180.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,20.0,0.0,0.0,193.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,5.4,2.6,48.0,84.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,19.0,0.0,0.0,199.0,
17,5,30.0,8.0,2.0,149.5,230.0,,,0.0,2.0,144.0,179.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,12.0,0.0,0.0,224.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,17.0,0.0,0.0,190.0,
20,45,65.0,8.0,9.0,0.0,138.0,,,9.0,0.0,0.0,198.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,11.0,0.0,0.0,219.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,11.8,6.2,84.0,117.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,19.3,9.7,56.0,91.0,
24,65,35.0,16.0,3.0,0.0,138.0,,,1.9,1.1,0.0,209.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,0.0,6.0,153.0,189.0,
26,45,30.0,16.0,17.0,0.0,138.0,,,11.5,5.5,0.0,216.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,9.4,6.6,24.0,57.0,
28,41,37.0,16.0,16.0,0.0,138.0,,,10.3,5.7,0.0,228.0,
29,64,42.0,8.0,9.0,0.0,138.0,,,9.0,0.0,0.0,197.0,
30,40,60.0,8.0,21.0,0.0,138.0,,,21.0,0.0,59.0,91.0,
31,31,52.0,8.0,27.0,0.0,138.0,,,27.0,0.0,0.0,207.0,
32,35,69.0,8.0,23.0,0.0,138.0,,,23.0,0.0,0.0,192.0,
33,53,52.0,16.0,11.0,0.0,138.0,,,6.2,4.8,24.0,60.0,
34,65,55.0,16.0,14.0,0.0,138.0,,,7.6,6.4,0.0,199.0,
35,63,65.0,16.0,8.0,92.0,172.5,,,5.7,2.3,130.0,166.0,
36,2,60.0,16.0,5.0,0.0,138.0,,,3.0,2.0,39.0,71.0,
37,20,20.0,8.0,8.0,0.0,138.0,,,8.0,0.0,0.0,217.0,
38,5,5.0,16.0,16.0,0.0,138.0,,,10.1,5.9,70.0,105.0,
39,60,12.0,16.0,31.0,0.0,138.0,,,20.6,10.4,32.0,64.0,
40,40,25.0,8.0,9.0,0.0,138.0,,,9.0,0.0,73.0,106.0,
41,42,7.0,8.0,5.0,0.0,138.0,,,5.0,0.0,86.0,117.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,3.7,1.3,25.0,57.0,
43,23,3.0,8.0,7.0,0.0,138.0,,,7.0,0.0,0.0,198.0,
44,11,14.0,8.0,18.0,0.0,138.0,,,18.0,0.0,59.0,92.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,10.5,5.5,28.0,60.0,
46,2,48.0,8.0,1.0,0.0,138.0,,,1.0,0.0,0.0,200.0,
47,8,56.0,8.0,27.0,0.0,138.0,,,27.0,0.0,0.0,186.0,
48,13,52.0,16.0,36.0,0.0,138.0,,,26.7,9.3,0.0,207.0,
49,6,68.0,16.0,30.0,0.0,138.0,,,19.4,10.6,98.0,129.0,
50,47,47.0,16.0,13.0,0.0,138.0,,,7.3,5.7,0.0,219.0,
51,49,58.0,16.0,10.0,0.0,138.0,,,6.5,3.5,0.0,211.0,
52,27,43.0,16.0,9.0,0.0,138.0,,,5.3,3.7,0.0,215.0,
53,37,31.0,8.0,14.0,0.0,138.0,,,14.0,0.0,83.0,118.0,
54,57,29.0,16.0,18.0,0.0,138.0,,,12.8,5.2,0.0,209.0,
55,63,23.0,8.0,2.0,92.0,172.5,,,2.0,0.0,126.0,158.0,
