CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,24.0,10.0,650.0,1000.0,,,2.1,1.7,0.0,0.2,3.4,2.0,0.0,0.6,409.0,423.0,990.0,995.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.8,0.0,1.0,0.0,2.6,0.0,1.6,0.0,7.0,16.0,541.0,558.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,5.2,0.0,0.0,0.0,7.8,0.0,0.0,375.0,372.0,750.0,766.0,
4,55,20.0,24.0,19.0,650.0,1000.0,,,3.6,2.5,1.5,0.0,4.8,4.2,2.5,0.0,443.0,449.0,990.0,1000.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,8.0,0.0,2.4,0.0,10.2,0.0,5.4,0.0,9.0,4.0,625.0,639.0,
6,25,30.0,32.0,3.0,0.0,600.0,,,0.5,0.3,0.2,0.1,0.8,0.7,0.2,0.1,245.0,233.0,712.0,716.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,133.0,161.0,600.0,574.0,
8,10,43.0,24.0,9.0,0.0,600.0,,,2.4,0.0,0.9,0.3,3.4,0.0,1.4,0.6,217.0,244.0,642.0,648.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,0.0,4.3,2.1,0.0,0.0,6.2,3.4,0.0,196.0,217.0,699.0,694.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,0.0,3.3,2.7,0.4,0.0,5.3,3.7,0.6,422.0,396.0,806.0,799.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,0.0,2.9,1.9,0.0,0.0,4.4,2.8,0.0,14.0,11.0,545.0,552.0,
12,50,35.0,32.0,19.0,0.0,600.0,,,3.4,2.8,1.3,0.2,5.0,3.4,2.1,0.9,8.0,21.0,545.0,531.0,
13,30,25.0,24.0,23.0,650.0,1000.0,,,4.6,2.9,1.7,0.0,6.9,4.5,2.3,0.0,442.0,413.0,981.0,980.0,
14,15,10.0,24.0,20.0,0.0,600.0,,,3.4,2.9,1.7,0.0,5.7,3.6,2.8,0.0,0.0,28.0,701.0,728.0,
