CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,650.0,1000.0,,,4.0,0.0,6.0,0.0,445.0,435.0,978.0,996.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.7,1.1,2.9,1.3,9.0,11.0,565.0,579.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,5.2,0.0,7.8,364.0,371.0,741.0,733.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,11.4,0.0,462.0,432.0,984.0,978.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,10.4,0.0,15.6,17.0,18.0,640.0,640.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.7,0.5,1.1,0.7,235.0,242.0,720.0,701.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.1,0.9,2.0,1.0,165.0,148.0,587.0,598.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.6,1.0,3.2,2.2,214.0,216.0,661.0,651.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,221.0,230.0,696.0,699.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,3.9,2.5,5.2,4.4,405.0,416.0,803.0,779.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,7.2,12.0,5.0,542.0,544.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.5,3.1,7.3,4.1,3.0,23.0,532.0,568.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,9.2,0.0,13.8,455.0,457.0,979.0,981.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,4.9,3.1,7.9,4.1,14.0,27.0,756.0,697.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,1.9,1.3,2.7,2.1,21.0,11.0,519.0,565.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.9,2.7,7.2,4.2,75.0,83.0,565.0,550.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.4,0.4,0.8,0.4,410.0,394.0,963.0,989.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,2.9,1.9,4.9,2.3,223.0,202.0,606.0,606.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,4.4,2.4,5.9,4.3,85.0,93.0,554.0,564.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,3.6,0.0,5.4,0.0,392.0,385.0,847.0,843.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,4.4,0.0,6.6,0.0,22.0,18.0,555.0,532.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,7.2,0.0,10.8,0.0,222.0,244.0,675.0,698.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,7.3,4.3,11.9,5.5,11.0,31.0,545.0,519.0,
24,65,35.0,8.0,3.0,400.0,750.0,,,1.2,0.0,1.8,0.0,395.0,426.0,979.0,986.0,
25,65,20.0,8.0,6.0,400.0,750.0,,,0.0,2.4,0.0,3.6,422.0,405.0,972.0,958.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
