CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,2.3,1.7,3.6,2.4,0.0,0.0,980.0,995.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.6,1.2,2.4,1.8,0.0,0.0,975.0,981.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,3.6,1.6,4.5,3.3,0.0,0.0,974.0,985.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,5.2,2.4,7.4,4.0,666.0,674.0,806.0,810.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,10.4,0.0,15.6,0.0,0.0,986.0,1000.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.7,0.5,1.1,0.7,409.0,405.0,522.0,522.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.2,0.8,2.1,0.9,0.0,0.0,983.0,985.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,399.0,401.0,481.0,488.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,4.1,2.3,6.4,3.2,393.0,391.0,498.0,498.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,4.0,2.4,6.2,3.4,575.0,576.0,635.0,637.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,2.5,2.3,4.5,2.7,200.0,197.0,327.0,327.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.2,3.4,7.1,4.3,0.0,0.0,983.0,995.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,5.9,3.3,8.7,5.1,688.0,682.0,838.0,840.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,4.6,3.4,6.9,5.1,0.0,0.0,1000.0,1000.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,3.2,0.0,4.8,171.0,165.0,308.0,308.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,7.6,0.0,11.4,0.0,0.0,0.0,996.0,968.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.0,0.8,0.0,1.2,719.0,728.0,872.0,883.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,3.1,1.7,5.1,2.1,0.0,0.0,983.0,988.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,4.8,2.0,7.3,2.9,0.0,0.0,977.0,974.0,
20,45,65.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,0.0,0.0,973.0,999.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,2.6,1.8,4.5,2.1,0.0,0.0,973.0,998.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,4.1,3.1,7.1,3.7,400.0,408.0,495.0,497.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,11.6,0.0,17.4,197.0,197.0,330.0,332.0,
24,65,35.0,16.0,3.0,0.0,600.0,,,0.6,0.6,1.2,0.6,0.0,0.0,978.0,961.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,2.4,0.0,3.6,0.0,813.0,807.0,956.0,963.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,4.3,2.5,7.4,2.8,0.0,0.0,991.0,983.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,4.5,1.9,6.9,2.7,93.0,95.0,257.0,268.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,9.6,0.0,0.0,985.0,998.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,2.3,1.3,3.5,1.9,0.0,0.0,963.0,984.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,8.4,0.0,12.6,0.0,250.0,249.0,362.0,360.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,7.4,3.4,10.5,5.7,0.0,0.0,974.0,983.0,
32,35,69.0,8.0,23.0,0.0,600.0,,,0.0,9.2,0.0,13.8,0.0,0.0,962.0,969.0,
33,53,52.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,45.0,44.0,211.0,211.0,
34,65,55.0,16.0,14.0,0.0,600.0,,,3.1,2.5,4.6,3.8,0.0,0.0,981.0,986.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,1.9,1.3,3.2,1.6,683.0,686.0,813.0,814.0,
