CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,63.0,732.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,17.4,12.6,6.0,709.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,871.0,1629.0,
4,60,66.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,1003.0,1661.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,7.0,694.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,13.3,6.7,201.0,956.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,13.2,6.8,815.0,1517.0,
8,34,60.0,8.0,20.0,2203.5,3390.0,,,20.0,0.0,2643.0,3350.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,7.3,2.7,2304.0,3016.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2492.0,3199.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2403.0,3125.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,20.0,0.0,1866.0,2549.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,30.0,2120.0,2834.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,6.9,3.1,1725.0,2448.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,23.6,16.4,1970.0,2635.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,40.0,1647.0,2374.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,12.1,7.9,2061.0,2738.0,
18,15,75.0,16.0,20.0,1356.0,2542.5,,,14.3,5.7,1454.0,2172.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,0.0,10.0,1564.0,2239.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,5.8,4.2,5.0,699.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,12.8,7.2,2632.0,3347.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,0.0,664.0,
23,14,66.0,16.0,10.0,1356.0,2542.5,,,5.9,4.1,1392.0,2067.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,6.2,3.8,15.0,719.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,22.8,17.2,2235.0,2906.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
