CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,16.0,20.0,624.0,960.0,,,12.3,7.7,578.0,883.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,30.0,0.0,68.0,355.0,
3,22,85.0,8.0,10.0,384.0,720.0,,,10.0,0.0,461.0,590.0,
4,20,80.0,8.0,40.0,384.0,720.0,,,40.0,0.0,386.0,919.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,12.7,7.3,23.0,409.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,0.0,20.0,224.0,676.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,278.0,442.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,10.0,0.0,262.0,600.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,200.0,627.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,18.1,11.9,464.0,688.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,40.0,13.0,526.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,12.5,7.5,159.0,417.0,
13,5,35.0,8.0,10.0,384.0,720.0,,,0.0,10.0,334.0,913.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,5.8,4.2,16.0,458.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,21.0,573.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,20.0,0.0,213.0,419.0,
17,0,45.0,16.0,20.0,384.0,720.0,,,11.5,8.5,349.0,922.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,11.1,8.9,329.0,458.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,25.1,14.9,201.0,424.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,6.3,3.7,511.0,696.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,7.4,2.6,136.0,391.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,28.8,11.2,244.0,639.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,17.4,12.6,34.0,562.0,
24,38,15.0,16.0,10.0,624.0,960.0,,,6.8,3.2,582.0,901.0,
25,35,5.0,16.0,20.0,384.0,720.0,,,13.1,6.9,295.0,907.0,
26,95,30.0,16.0,30.0,384.0,720.0,,,17.6,12.4,508.0,669.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,11.2,8.8,23.0,705.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,6.3,3.7,40.0,367.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,0.0,10.0,111.0,387.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,5.7,4.3,88.0,532.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,80.0,368.0,
32,87,30.0,16.0,10.0,624.0,960.0,,,5.9,4.1,544.0,801.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,0.0,10.0,14.0,702.0,
34,85,35.0,8.0,30.0,384.0,720.0,,,0.0,30.0,447.0,636.0,
35,67,85.0,8.0,20.0,384.0,720.0,,,20.0,0.0,353.0,947.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,40.0,0.0,32.0,763.0,
37,65,82.0,8.0,10.0,384.0,720.0,,,10.0,0.0,513.0,715.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,17.5,12.5,95.0,561.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,6.6,3.4,33.0,828.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,0.0,30.0,210.0,565.0,
41,58,75.0,16.0,20.0,0.0,576.0,,,12.7,7.3,167.0,687.0,
42,55,80.0,16.0,10.0,0.0,576.0,,,6.7,3.3,12.0,643.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,0.0,20.0,545.0,730.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,44.0,523.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,10.0,0.0,13.0,727.0,
46,18,80.0,16.0,10.0,384.0,720.0,,,6.6,3.4,421.0,666.0,
47,2,45.0,16.0,10.0,0.0,576.0,,,6.6,3.4,14.0,383.0,
48,42,5.0,16.0,10.0,624.0,960.0,,,7.1,2.9,609.0,913.0,
49,42,12.0,16.0,10.0,0.0,576.0,,,5.9,4.1,409.0,579.0,
50,72,35.0,16.0,30.0,384.0,720.0,,,17.5,12.5,468.0,669.0,
51,55,20.0,16.0,19.0,0.0,576.0,,,11.4,7.6,274.0,490.0,
52,25,30.0,16.0,3.0,0.0,576.0,,,1.6,1.4,98.0,372.0,
53,20,50.0,8.0,5.0,0.0,576.0,,,5.0,0.0,267.0,610.0,
54,55,60.0,8.0,16.0,384.0,720.0,,,16.0,0.0,555.0,761.0,
55,30,60.0,8.0,16.0,384.0,720.0,,,0.0,16.0,401.0,912.0,
56,50,35.0,8.0,19.0,384.0,720.0,,,19.0,0.0,377.0,842.0,
57,30,25.0,16.0,23.0,0.0,576.0,,,12.1,10.9,328.0,577.0,
58,15,10.0,8.0,20.0,384.0,720.0,,,20.0,0.0,369.0,946.0,
59,10,20.0,16.0,19.0,0.0,576.0,,,11.9,7.1,13.0,508.0,
60,15,60.0,16.0,17.0,624.0,960.0,,,10.8,6.2,586.0,917.0,
61,45,65.0,8.0,9.0,0.0,576.0,,,9.0,0.0,219.0,412.0,
62,65,35.0,16.0,3.0,0.0,576.0,,,2.0,1.0,0.0,608.0,
63,65,20.0,16.0,6.0,0.0,576.0,,,3.6,2.4,24.0,356.0,
64,45,30.0,8.0,17.0,0.0,576.0,,,17.0,0.0,3.0,532.0,
65,35,40.0,16.0,16.0,0.0,576.0,,,11.4,4.6,1.0,623.0,
66,41,37.0,8.0,16.0,384.0,720.0,,,16.0,0.0,422.0,850.0,
67,64,42.0,16.0,9.0,0.0,576.0,,,6.4,2.6,79.0,546.0,
68,40,60.0,8.0,21.0,384.0,720.0,,,21.0,0.0,398.0,936.0,
69,31,52.0,16.0,27.0,0.0,576.0,,,16.1,10.9,3.0,540.0,
70,35,69.0,16.0,23.0,0.0,576.0,,,12.5,10.5,207.0,951.0,
71,65,55.0,16.0,14.0,0.0,576.0,,,9.2,4.8,201.0,404.0,
72,63,65.0,8.0,8.0,0.0,576.0,,,0.0,8.0,22.0,412.0,
73,2,60.0,8.0,5.0,0.0,576.0,,,5.0,0.0,244.0,449.0,
74,20,20.0,16.0,8.0,384.0,720.0,,,4.9,3.1,424.0,960.0,
75,5,5.0,16.0,16.0,0.0,576.0,,,10.3,5.7,161.0,408.0,
76,60,12.0,8.0,31.0,0.0,576.0,,,0.0,31.0,150.0,515.0,
77,23,3.0,8.0,7.0,384.0,720.0,,,7.0,0.0,332.0,939.0,
78,8,56.0,16.0,27.0,0.0,576.0,,,18.0,9.0,178.0,667.0,
79,6,68.0,16.0,30.0,0.0,576.0,,,21.5,8.5,237.0,590.0,
80,47,47.0,16.0,13.0,624.0,960.0,,,8.9,4.1,399.0,955.0,
81,49,58.0,16.0,10.0,0.0,576.0,,,6.6,3.4,366.0,467.0,
82,27,43.0,16.0,9.0,0.0,576.0,,,5.3,3.7,59.0,347.0,
