CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,7.0,3.0,177.0,977.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,7.0,0.0,14.0,808.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,0.0,13.0,238.0,868.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,11.8,7.2,679.0,811.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,26.0,0.0,8.0,925.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,2.1,0.9,333.0,587.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,3.0,2.0,53.0,721.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,9.0,391.0,497.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,11.2,4.8,390.0,506.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,9.2,6.8,503.0,708.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,12.0,0.0,204.0,328.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,13.1,5.9,0.0,765.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,15.3,7.7,681.0,827.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,11.5,8.5,23.0,734.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,4.4,3.6,167.0,302.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,19.0,0.0,72.0,557.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.2,0.8,655.0,939.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,12.0,0.0,196.0,596.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,9.9,7.1,60.0,569.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,0.0,9.0,400.0,838.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,11.0,0.0,8.0,787.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,18.0,333.0,564.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,29.0,196.0,328.0,
24,65,35.0,8.0,3.0,400.0,750.0,,,3.0,0.0,398.0,968.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,0.0,6.0,818.0,957.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
