CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,2.3,1.7,4.2,1.8,0.0,0.0,990.0,977.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,1.9,0.9,2.3,1.9,0.0,0.0,986.0,974.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,3.4,1.8,4.7,3.1,0.0,0.0,997.0,988.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,11.4,0.0,677.0,678.0,806.0,804.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,6.6,3.8,10.7,4.9,0.0,0.0,972.0,982.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,1.2,0.0,1.8,405.0,414.0,523.0,519.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.4,0.6,2.1,0.9,0.0,0.0,995.0,975.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.2,1.4,3.3,2.1,400.0,402.0,483.0,488.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,6.4,0.0,9.6,398.0,398.0,498.0,503.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,3.8,2.6,6.3,3.3,573.0,571.0,635.0,632.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,7.2,199.0,206.0,328.0,333.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,4.4,3.2,8.1,3.3,0.0,0.0,978.0,993.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,9.2,0.0,13.8,0.0,684.0,690.0,839.0,835.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,5.2,2.8,6.4,5.6,0.0,0.0,999.0,984.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,3.2,0.0,4.8,0.0,167.0,165.0,307.0,302.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.5,3.1,7.2,4.2,0.0,0.0,975.0,960.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,0.4,0.4,0.7,0.5,733.0,727.0,874.0,874.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,4.8,0.0,7.2,0.0,0.0,0.0,992.0,997.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,967.0,964.0,
20,45,65.0,8.0,9.0,0.0,600.0,,,3.6,0.0,5.4,0.0,0.0,0.0,990.0,971.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,4.4,0.0,6.6,0.0,0.0,0.0,983.0,979.0,
