CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,650.0,1000.0,,,6.2,3.8,427.0,975.0,
2,35,17.0,16.0,7.0,0.0,600.0,,,4.4,2.6,15.0,550.0,
3,55,45.0,8.0,13.0,400.0,750.0,,,13.0,0.0,358.0,735.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,19.0,0.0,457.0,994.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,14.1,11.9,2.0,625.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,3.0,0.0,201.0,712.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,3.0,2.0,148.0,594.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,9.0,220.0,648.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,16.0,0.0,219.0,685.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,16.0,0.0,416.0,798.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,8.2,3.8,29.0,517.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,19.0,30.0,534.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,12.9,10.1,411.0,988.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,13.7,6.3,5.0,694.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,4.7,3.3,2.0,558.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,11.7,7.3,72.0,566.0,
17,5,30.0,16.0,2.0,650.0,1000.0,,,1.2,0.8,423.0,964.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,12.0,197.0,602.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,17.0,65.0,571.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,9.0,0.0,408.0,840.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,11.0,0.0,1.0,541.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,10.3,7.7,244.0,680.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,29.0,0.0,23.0,560.0,
24,65,35.0,16.0,3.0,400.0,750.0,,,1.7,1.3,431.0,965.0,
25,65,20.0,8.0,6.0,400.0,750.0,,,0.0,6.0,426.0,975.0,
26,45,30.0,8.0,17.0,400.0,750.0,,,0.0,17.0,389.0,828.0,
27,35,40.0,8.0,16.0,0.0,600.0,,,16.0,0.0,1.0,589.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,8.6,7.4,5.0,562.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,5.4,3.6,19.0,558.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,14.3,6.7,54.0,560.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,16.4,10.6,5.0,547.0,
32,35,69.0,8.0,23.0,650.0,1000.0,,,0.0,23.0,445.0,966.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,6.7,4.3,8.0,602.0,
34,65,55.0,8.0,14.0,400.0,750.0,,,14.0,0.0,342.0,786.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,4.6,3.4,407.0,963.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,0.0,5.0,32.0,641.0,
37,20,20.0,8.0,8.0,400.0,750.0,,,0.0,8.0,420.0,863.0,
38,5,5.0,16.0,16.0,0.0,600.0,,,10.8,5.2,95.0,606.0,
39,60,12.0,8.0,31.0,0.0,600.0,,,0.0,31.0,17.0,669.0,
40,40,25.0,16.0,9.0,0.0,600.0,,,5.9,3.1,199.0,624.0,
41,42,7.0,16.0,5.0,0.0,600.0,,,3.4,1.6,213.0,730.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,0.0,5.0,15.0,593.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.4,2.6,420.0,880.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,10.6,7.4,29.0,558.0,
45,6,38.0,16.0,16.0,0.0,600.0,,,10.5,5.5,24.0,631.0,
46,2,48.0,16.0,1.0,400.0,750.0,,,0.6,0.4,309.0,807.0,
47,8,56.0,16.0,27.0,0.0,600.0,,,18.4,8.6,34.0,658.0,
48,13,52.0,8.0,36.0,650.0,1000.0,,,36.0,0.0,411.0,986.0,
49,6,68.0,16.0,30.0,400.0,750.0,,,18.2,11.8,355.0,688.0,
50,47,47.0,8.0,13.0,400.0,750.0,,,0.0,13.0,373.0,833.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
