CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1186.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,16.4,13.6,0.0,1219.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1163.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,6.2,3.8,725.0,786.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1209.0,
6,40,69.0,16.0,20.0,0.0,741.6,,,13.0,7.0,615.0,703.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1163.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,12.7,7.3,249.0,326.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,526.0,607.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,7.3,2.7,352.0,410.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,10.0,0.0,443.0,505.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,11.9,8.1,0.0,1183.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,19.8,10.2,28.0,94.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1181.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,40.0,0.0,382.0,431.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,27.2,12.8,0.0,1170.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,96.0,152.0,
18,15,75.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1158.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1108.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,6.1,3.9,0.0,1169.0,
21,30,52.0,16.0,20.0,0.0,741.6,,,11.5,8.5,0.0,1144.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,13.7,6.3,811.0,887.0,
23,28,55.0,16.0,10.0,494.4,927.0,,,5.5,4.5,731.0,778.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1198.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,22.8,17.2,166.0,226.0,
26,25,55.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1153.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,10.0,0.0,256.0,321.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1174.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,6.4,3.6,0.0,1164.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.7,4.3,447.0,507.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1175.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,16.5,13.5,0.0,1212.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,21.2,18.8,81.0,162.0,
34,8,45.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1185.0,
35,5,35.0,16.0,10.0,0.0,741.6,,,5.3,4.7,283.0,350.0,
36,5,45.0,16.0,10.0,0.0,741.6,,,5.9,4.1,664.0,721.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1132.0,
38,0,40.0,16.0,30.0,0.0,741.6,,,18.8,11.2,476.0,523.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,12.9,7.1,562.0,629.0,
40,35,30.0,16.0,10.0,0.0,741.6,,,5.9,4.1,259.0,322.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,159.0,236.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,20.0,0.0,61.0,157.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1190.0,
44,32,30.0,16.0,10.0,0.0,741.6,,,6.3,3.7,355.0,413.0,
45,30,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,537.0,602.0,
46,30,32.0,16.0,30.0,0.0,741.6,,,20.6,9.4,0.0,1225.0,
47,30,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1146.0,
48,28,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1158.0,
49,28,35.0,8.0,10.0,803.4,1236.0,,,10.0,0.0,999.0,1066.0,
50,26,32.0,16.0,10.0,0.0,741.6,,,6.1,3.9,0.0,1184.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
