CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3321.0,
2,45,70.0,8.0,30.0,0.0,2034.0,,,0.0,30.0,0.0,3354.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,6.8,3.2,0.0,3376.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,5.8,4.2,1258.0,1427.0,
5,42,65.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,3380.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,11.8,8.2,484.0,672.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,0.0,3349.0,
8,34,60.0,8.0,20.0,2203.5,3390.0,,,0.0,20.0,2875.0,3062.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2601.0,2764.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,6.3,3.7,2776.0,2963.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,6.9,3.1,2697.0,2863.0,
12,25,85.0,16.0,20.0,0.0,2034.0,,,13.3,6.7,0.0,3337.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,30.0,0.0,2391.0,2572.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,2025.0,2197.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,40.0,0.0,2208.0,2376.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,0.0,40.0,1923.0,2106.0,
17,18,75.0,8.0,20.0,1356.0,2542.5,,,20.0,0.0,2295.0,2472.0,
18,15,75.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,1728.0,1902.0,
