CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,0.0,0.0,197.0,204.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,202.0,213.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.8,2.2,0.0,0.0,190.0,206.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,0.0,16.0,0.0,24.0,138.0,141.0,172.0,172.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,189.0,205.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.5,2.5,7.3,4.7,0.0,0.0,196.0,201.0,
7,15,75.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,202.0,202.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,2.3,1.7,3.8,2.2,88.0,89.0,122.0,124.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,90.0,88.0,123.0,123.0,
10,10,40.0,16.0,30.0,0.0,144.0,,,6.6,5.4,10.1,7.9,0.0,0.0,206.0,212.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,9.5,6.5,14.9,9.1,56.0,59.0,89.0,92.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,214.0,211.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.3,1.7,3.3,2.7,140.0,139.0,175.0,173.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,2.8,1.2,4.3,1.7,0.0,0.0,200.0,209.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,56.0,56.0,90.0,89.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,12.0,0.0,0.0,194.0,195.0,
17,0,45.0,16.0,20.0,0.0,144.0,,,5.4,2.6,7.5,4.5,0.0,0.0,203.0,207.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,184.0,200.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,0.0,0.0,199.0,204.0,
20,42,15.0,16.0,10.0,0.0,144.0,,,2.1,1.9,4.1,1.9,0.0,0.0,212.0,207.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.6,1.4,4.4,1.6,0.0,0.0,203.0,188.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,10.8,5.2,14.1,9.9,0.0,0.0,198.0,203.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,8.0,4.0,11.8,6.2,63.0,65.0,95.0,97.0,
24,38,15.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,200.0,203.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,8.0,0.0,12.0,0.0,154.0,152.0,185.0,185.0,
26,95,30.0,16.0,30.0,0.0,144.0,,,7.2,4.8,9.6,8.4,0.0,0.0,187.0,178.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,176.0,186.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,175.0,189.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,193.0,185.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,2.4,1.6,3.5,2.5,0.0,0.0,181.0,186.0,
31,88,35.0,16.0,20.0,0.0,144.0,,,5.1,2.9,6.5,5.5,0.0,0.0,193.0,187.0,
32,87,30.0,16.0,10.0,0.0,144.0,,,2.4,1.6,3.6,2.4,0.0,0.0,182.0,185.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,2.5,1.5,3.8,2.2,0.0,0.0,189.0,187.0,
34,85,35.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,0.0,0.0,185.0,196.0,
35,67,85.0,16.0,20.0,0.0,144.0,,,4.5,3.5,6.9,5.1,0.0,0.0,202.0,194.0,
36,65,85.0,16.0,40.0,0.0,144.0,,,9.3,6.7,16.5,7.5,0.0,0.0,203.0,190.0,
37,65,82.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.7,2.3,0.0,0.0,191.0,197.0,
38,62,80.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,72.0,73.0,107.0,106.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,2.4,1.6,3.9,2.1,0.0,0.0,212.0,204.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,206.0,201.0,
41,58,75.0,16.0,20.0,0.0,144.0,,,4.7,3.3,7.4,4.6,0.0,0.0,204.0,214.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,198.0,215.0,
43,55,85.0,16.0,20.0,0.0,144.0,,,5.3,2.7,7.3,4.7,0.0,0.0,201.0,197.0,
44,55,82.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,63.0,62.0,96.0,96.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,206.0,197.0,
46,18,80.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,199.0,204.0,
47,2,45.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,196.0,198.0,
48,42,5.0,16.0,10.0,0.0,144.0,,,2.5,1.5,4.0,2.0,0.0,0.0,186.0,186.0,
49,42,12.0,16.0,10.0,0.0,144.0,,,2.3,1.7,3.6,2.4,0.0,0.0,200.0,191.0,
50,72,35.0,16.0,30.0,0.0,144.0,,,6.6,5.4,12.0,6.0,0.0,0.0,203.0,211.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
