CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,384.0,720.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,421.0,409.0,942.0,953.0,
2,22,75.0,24.0,30.0,0.0,576.0,,,7.2,0.0,3.8,1.0,12.0,0.0,4.0,2.0,3.0,29.0,554.0,554.0,
3,22,85.0,24.0,10.0,384.0,720.0,,,2.1,1.3,0.0,0.5,2.9,2.4,0.0,0.6,274.0,258.0,797.0,793.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,0.0,10.2,5.8,0.0,0.0,16.2,7.8,0.0,669.0,674.0,738.0,735.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,6.9,0.0,0.0,1.1,11.4,0.0,0.0,0.6,29.0,18.0,537.0,566.0,
6,18,75.0,24.0,20.0,0.0,576.0,,,4.2,2.9,0.0,0.9,5.3,5.1,0.0,1.6,392.0,388.0,505.0,512.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,6.4,0.0,1.6,0.0,9.1,0.0,2.9,0.0,99.0,113.0,643.0,616.0,
8,15,80.0,32.0,10.0,0.0,576.0,,,1.5,1.4,0.7,0.3,2.7,1.6,1.2,0.5,396.0,397.0,460.0,462.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,396.0,400.0,461.0,461.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,7.2,4.8,0.0,0.0,10.3,7.7,0.0,0.0,530.0,532.0,627.0,624.0,
