CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,0.0,4.0,0.0,6.0,0.0,0.0,995.0,984.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,0.0,0.0,982.0,990.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,5.2,0.0,7.8,0.0,0.0,0.0,970.0,979.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,11.4,0.0,671.0,678.0,801.0,802.0,
5,15,30.0,8.0,26.0,0.0,600.0,,,0.0,10.4,0.0,15.6,0.0,0.0,995.0,995.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,0.6,0.6,1.1,0.7,0.0,0.0,986.0,999.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,3.0,0.0,0.0,974.0,988.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,3.6,0.0,5.4,404.0,397.0,482.0,486.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,4.2,2.2,6.0,3.6,392.0,397.0,505.0,501.0,
10,30,60.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,0.0,0.0,984.0,988.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,2.8,2.0,4.5,2.7,195.0,197.0,326.0,336.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,7.6,0.0,11.4,0.0,0.0,0.0,990.0,981.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,0.0,9.2,0.0,13.8,687.0,679.0,830.0,834.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,8.0,0.0,12.0,0.0,0.0,0.0,988.0,975.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,2.2,1.0,2.9,1.9,168.0,169.0,309.0,311.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,4.6,3.0,6.9,4.5,0.0,0.0,980.0,996.0,
17,5,30.0,16.0,2.0,0.0,600.0,,,0.4,0.4,0.7,0.5,0.0,0.0,989.0,973.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,7.2,0.0,0.0,994.0,983.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,4.5,2.3,6.7,3.5,0.0,0.0,997.0,1000.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,1.9,1.7,3.6,1.8,0.0,0.0,969.0,975.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,0.0,0.0,984.0,974.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,7.2,0.0,10.8,0.0,0.0,0.0,982.0,978.0,
23,55,5.0,16.0,29.0,0.0,600.0,,,6.8,4.8,11.5,5.9,199.0,194.0,334.0,333.0,
24,65,35.0,8.0,3.0,0.0,600.0,,,1.2,0.0,1.8,0.0,0.0,0.0,969.0,963.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,2.4,0.0,3.6,0.0,817.0,811.0,969.0,960.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
