CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,0.0,600.0,,,6.6,3.4,140.0,993.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,0.0,7.0,13.0,822.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,6.7,6.3,284.0,829.0,
4,55,20.0,16.0,19.0,650.0,1000.0,,,12.6,6.4,667.0,805.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,17.6,8.4,20.0,994.0,
6,25,30.0,16.0,3.0,0.0,600.0,,,2.0,1.0,348.0,592.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,2.8,2.2,39.0,722.0,
8,10,43.0,8.0,9.0,0.0,600.0,,,0.0,9.0,390.0,494.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,8.8,7.2,391.0,504.0,
10,30,60.0,16.0,16.0,400.0,750.0,,,10.4,5.6,503.0,695.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,12.0,202.0,325.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,19.0,9.0,780.0,
13,30,25.0,8.0,23.0,650.0,1000.0,,,23.0,0.0,688.0,830.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,12.6,7.4,23.0,717.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,8.0,0.0,173.0,307.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,19.0,0.0,82.0,571.0,
17,5,30.0,8.0,2.0,650.0,1000.0,,,0.0,2.0,653.0,952.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,8.6,3.4,193.0,597.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,10.2,6.8,50.0,576.0,
20,45,65.0,8.0,9.0,400.0,750.0,,,0.0,9.0,398.0,846.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,11.0,0.0,11.0,745.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,18.0,0.0,330.0,559.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,29.0,203.0,325.0,
24,65,35.0,16.0,3.0,400.0,750.0,,,1.9,1.1,390.0,980.0,
25,65,20.0,16.0,6.0,650.0,1000.0,,,3.8,2.2,816.0,962.0,
26,45,30.0,16.0,17.0,400.0,750.0,,,10.2,6.8,317.0,948.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,10.2,5.8,39.0,342.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,10.2,5.8,3.0,574.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,5.2,3.8,8.0,542.0,
30,40,60.0,8.0,21.0,0.0,600.0,,,21.0,0.0,180.0,434.0,
31,31,52.0,16.0,27.0,0.0,600.0,,,17.7,9.3,12.0,785.0,
32,35,69.0,8.0,23.0,650.0,1000.0,,,0.0,23.0,435.0,990.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,7.1,3.9,24.0,317.0,
34,65,55.0,16.0,14.0,400.0,750.0,,,7.6,6.4,262.0,881.0,
35,63,65.0,16.0,8.0,650.0,1000.0,,,5.5,2.5,604.0,882.0,
36,2,60.0,16.0,5.0,0.0,600.0,,,3.5,1.5,21.0,336.0,
37,20,20.0,8.0,8.0,400.0,750.0,,,0.0,8.0,335.0,972.0,
38,5,5.0,16.0,16.0,0.0,600.0,,,10.0,6.0,293.0,415.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,18.6,12.4,7.0,347.0,
40,40,25.0,8.0,9.0,0.0,600.0,,,0.0,9.0,280.0,500.0,
41,42,7.0,8.0,5.0,0.0,600.0,,,5.0,0.0,316.0,578.0,
42,24,12.0,8.0,5.0,0.0,600.0,,,5.0,0.0,25.0,298.0,
43,23,3.0,16.0,7.0,400.0,750.0,,,4.5,2.5,417.0,889.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,11.6,6.4,223.0,353.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,0.0,16.0,1.0,317.0,
46,2,48.0,16.0,1.0,400.0,750.0,,,0.7,0.3,322.0,817.0,
47,8,56.0,8.0,27.0,0.0,600.0,,,0.0,27.0,28.0,651.0,
48,13,52.0,16.0,36.0,0.0,600.0,,,24.0,12.0,135.0,963.0,
49,6,68.0,16.0,30.0,0.0,600.0,,,16.1,13.9,432.0,604.0,
50,47,47.0,8.0,13.0,400.0,750.0,,,0.0,13.0,259.0,954.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,
