CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,92.0,172.5,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,161.0,161.0,171.0,172.0,
2,35,17.0,16.0,7.0,0.0,138.0,,,1.9,0.0,0.9,0.0,3.2,0.0,1.0,0.0,50.0,50.0,61.0,60.0,
3,55,45.0,24.0,13.0,0.0,138.0,,,0.0,2.8,1.7,0.7,0.0,4.7,2.7,0.5,116.0,115.0,126.0,127.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,0.0,6.4,0.0,1.2,0.0,10.2,0.0,1.2,148.0,149.0,159.0,160.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,0.0,10.4,0.0,0.0,0.0,15.6,0.0,0.0,33.0,34.0,44.0,44.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.8,98.0,98.0,109.0,110.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,80.0,81.0,92.0,91.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,95.0,94.0,105.0,106.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,4.1,2.3,0.0,0.0,5.8,3.8,0.0,0.0,97.0,97.0,107.0,108.0,
10,30,60.0,24.0,16.0,0.0,138.0,,,0.0,2.9,2.2,1.2,0.0,5.2,3.5,0.9,124.0,124.0,134.0,135.0,
11,20,65.0,32.0,12.0,0.0,138.0,,,2.1,1.6,0.7,0.3,3.1,2.6,1.2,0.3,66.0,67.0,78.0,78.0,
12,50,35.0,24.0,19.0,0.0,138.0,,,5.0,0.0,1.4,1.2,7.5,0.0,3.2,0.7,62.0,62.0,74.0,74.0,
13,30,25.0,24.0,23.0,92.0,172.5,,,4.7,2.5,2.0,0.0,6.9,4.2,2.6,0.0,159.0,158.0,169.0,170.0,
14,15,10.0,24.0,20.0,0.0,138.0,,,5.1,0.0,2.5,0.5,7.1,0.0,3.6,1.3,32.0,32.0,42.0,43.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,0.0,3.1,0.0,0.1,0.0,3.9,0.0,0.9,61.0,60.0,72.0,72.0,
16,10,20.0,32.0,19.0,0.0,138.0,,,3.5,2.2,1.2,0.7,5.1,3.4,2.2,0.7,75.0,75.0,85.0,85.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,0.0,0.7,0.0,0.1,0.0,1.0,0.0,0.2,156.0,156.0,167.0,167.0,
