CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,6.0,4.0,299.0,482.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,17.2,12.8,148.0,438.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,1136.0,1358.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,6.0,4.0,1228.0,1443.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,6.3,3.7,14.0,221.0,
6,16,42.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,190.0,981.0,
7,58,70.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,1057.0,1254.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,12.2,7.8,1948.0,3353.0,
9,28,70.0,16.0,10.0,2203.5,3390.0,,,6.5,3.5,2032.0,3290.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,6.5,3.5,2218.0,3293.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,5.6,4.4,2406.0,3196.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,13.1,6.9,1735.0,2659.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,18.1,11.9,2093.0,2864.0,
14,22,85.0,16.0,10.0,1356.0,2542.5,,,6.7,3.3,1528.0,2632.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,40.0,0.0,1811.0,2806.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,23.3,16.7,1420.0,2563.0,
17,18,75.0,8.0,20.0,2203.5,3390.0,,,0.0,20.0,1892.0,2895.0,
18,15,75.0,8.0,20.0,1356.0,2542.5,,,20.0,0.0,1211.0,2372.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1402.0,2450.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,4.0,973.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,20.0,0.0,2004.0,3336.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,2.0,753.0,
23,14,66.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1278.0,2192.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,5.5,4.5,7.0,542.0,
25,22,66.0,8.0,40.0,2203.5,3390.0,,,40.0,0.0,2127.0,3038.0,
26,8,62.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,1012.0,2228.0,
27,23,52.0,16.0,10.0,0.0,2034.0,,,5.7,4.3,12.0,650.0,
28,4,55.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,997.0,2092.0,
29,20,50.0,16.0,10.0,0.0,2034.0,,,5.1,4.9,7.0,950.0,
30,20,55.0,16.0,10.0,0.0,2034.0,,,6.7,3.3,16.0,753.0,
31,10,35.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,298.0,1489.0,
32,10,40.0,16.0,30.0,0.0,2034.0,,,19.4,10.6,299.0,1025.0,
33,8,40.0,16.0,40.0,0.0,2034.0,,,26.6,13.4,168.0,1326.0,
34,8,45.0,16.0,20.0,0.0,2034.0,,,14.5,5.5,887.0,1990.0,
35,5,35.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,340.0,1555.0,
36,5,45.0,16.0,10.0,0.0,2034.0,,,6.9,3.1,792.0,1943.0,
37,2,40.0,16.0,20.0,0.0,2034.0,,,11.9,8.1,440.0,1708.0,
38,0,40.0,8.0,30.0,0.0,2034.0,,,0.0,30.0,637.0,1694.0,
39,0,45.0,16.0,20.0,0.0,2034.0,,,12.4,7.6,819.0,1677.0,
40,36,18.0,16.0,10.0,1356.0,2542.5,,,7.0,3.0,1455.0,2337.0,
41,35,32.0,16.0,10.0,2203.5,3390.0,,,6.8,3.2,2429.0,3218.0,
42,33,32.0,16.0,20.0,2203.5,3390.0,,,11.4,8.6,2395.0,3130.0,
43,33,35.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2360.0,2988.0,
44,32,20.0,16.0,10.0,1356.0,2542.5,,,6.5,3.5,1552.0,2366.0,
45,30,30.0,16.0,10.0,1356.0,2542.5,,,7.3,2.7,1754.0,2611.0,
46,34,25.0,16.0,30.0,1356.0,2542.5,,,19.3,10.7,1721.0,2398.0,
47,30,35.0,16.0,10.0,2203.5,3390.0,,,5.9,4.1,2189.0,2879.0,
48,36,40.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2605.0,3284.0,
49,48,20.0,16.0,10.0,0.0,2034.0,,,6.6,3.4,788.0,1307.0,
50,26,32.0,16.0,10.0,1356.0,2542.5,,,7.3,2.7,1769.0,2946.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
