CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,138.0,,,0.0,4.0,0.0,6.0,0.0,0.0,224.0,216.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,0.0,0.0,221.0,205.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,3.2,2.0,4.4,3.4,0.0,0.0,207.0,216.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,5.3,2.3,6.3,5.1,148.0,149.0,160.0,159.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,5.5,4.9,10.1,5.5,0.0,0.0,199.0,208.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.3,0.5,98.0,98.0,110.0,110.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,2.0,0.0,3.0,0.0,0.0,0.0,206.0,214.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,2.2,1.4,3.5,1.9,94.0,95.0,106.0,106.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,3.9,2.5,5.7,3.9,96.0,97.0,107.0,107.0,
10,30,60.0,16.0,16.0,0.0,138.0,,,3.3,3.1,5.1,4.5,123.0,124.0,134.0,135.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,3.1,1.7,4.2,3.0,67.0,67.0,78.0,78.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,0.0,0.0,210.0,224.0,
13,30,25.0,8.0,23.0,92.0,172.5,,,0.0,9.2,0.0,13.8,158.0,159.0,169.0,170.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,8.0,0.0,12.0,0.0,0.0,0.0,200.0,203.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,1.6,1.6,2.7,2.1,60.0,60.0,72.0,71.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,0.0,0.0,206.0,206.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,0.5,0.3,0.7,0.5,157.0,156.0,167.0,168.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,0.0,0.0,210.0,221.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,4.3,2.5,7.0,3.2,0.0,0.0,191.0,192.0,
20,45,65.0,16.0,9.0,0.0,138.0,,,2.4,1.2,3.0,2.4,0.0,0.0,188.0,196.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.0,1.4,3.8,2.8,0.0,0.0,218.0,203.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,4.3,2.9,5.7,5.1,97.0,97.0,108.0,108.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,6.3,5.3,10.4,7.0,67.0,68.0,79.0,79.0,
24,65,35.0,16.0,3.0,0.0,138.0,,,0.7,0.5,1.1,0.7,0.0,0.0,209.0,197.0,
25,65,20.0,16.0,6.0,149.5,230.0,,,1.4,1.0,2.3,1.3,172.0,172.0,182.0,183.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
