CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,20.0,0.0,0.0,194.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,30.0,0.0,0.0,201.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,6.2,3.8,0.0,201.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,25.0,15.0,138.0,171.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,20.0,0.0,0.0,196.0,
6,18,75.0,8.0,20.0,0.0,144.0,,,20.0,0.0,95.0,128.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,11.7,8.3,0.0,194.0,
8,15,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,91.0,122.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,88.0,124.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,30.0,0.0,119.0,151.0,
11,8,40.0,8.0,40.0,0.0,144.0,,,0.0,40.0,59.0,90.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,13.9,6.1,0.0,204.0,
13,5,35.0,8.0,10.0,96.0,180.0,,,10.0,0.0,139.0,175.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,5.9,4.1,35.0,66.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,58.0,88.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,20.0,0.0,70.0,102.0,
17,0,45.0,16.0,20.0,96.0,180.0,,,12.6,7.4,146.0,180.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,11.6,8.4,87.0,117.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,27.3,12.7,72.0,103.0,
20,42,15.0,16.0,10.0,96.0,180.0,,,5.9,4.1,120.0,155.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,5.7,4.3,0.0,202.0,
22,40,15.0,16.0,40.0,0.0,144.0,,,21.6,18.4,92.0,124.0,
23,38,5.0,16.0,30.0,0.0,144.0,,,16.4,13.6,64.0,95.0,
24,38,15.0,16.0,10.0,96.0,180.0,,,6.0,4.0,148.0,179.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,20.0,151.0,186.0,
26,95,30.0,16.0,30.0,0.0,144.0,,,17.1,12.9,0.0,180.0,
27,95,35.0,16.0,20.0,0.0,144.0,,,12.1,7.9,62.0,92.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,0.0,10.0,61.0,92.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,0.0,10.0,64.0,100.0,
30,88,30.0,16.0,10.0,0.0,144.0,,,6.9,3.1,72.0,104.0,
31,88,35.0,8.0,20.0,0.0,144.0,,,20.0,0.0,0.0,187.0,
32,87,30.0,16.0,10.0,96.0,180.0,,,5.8,4.2,130.0,163.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,6.4,3.6,51.0,81.0,
34,85,35.0,16.0,30.0,0.0,144.0,,,20.1,9.9,0.0,185.0,
35,67,85.0,16.0,20.0,96.0,180.0,,,12.6,7.4,137.0,169.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,40.0,0.0,43.0,76.0,
37,65,82.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,200.0,
38,62,80.0,8.0,30.0,0.0,144.0,,,30.0,0.0,74.0,108.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,7.3,2.7,34.0,69.0,
40,60,85.0,16.0,30.0,0.0,144.0,,,19.5,10.5,85.0,116.0,
41,58,75.0,8.0,20.0,0.0,144.0,,,0.0,20.0,91.0,125.0,
42,55,80.0,8.0,10.0,0.0,144.0,,,10.0,0.0,31.0,66.0,
43,55,85.0,8.0,20.0,96.0,180.0,,,20.0,0.0,128.0,158.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,6.1,3.9,62.0,96.0,
45,20,82.0,16.0,10.0,0.0,144.0,,,6.5,3.5,37.0,70.0,
46,18,80.0,16.0,10.0,0.0,144.0,,,5.5,4.5,111.0,143.0,
47,2,45.0,16.0,10.0,0.0,144.0,,,5.4,4.6,43.0,78.0,
48,42,5.0,16.0,10.0,0.0,144.0,,,6.0,4.0,0.0,190.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,10.0,0.0,104.0,134.0,
50,72,35.0,16.0,30.0,0.0,144.0,,,18.5,11.5,0.0,198.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
