CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,0.0,741.6,,,6.7,3.3,0.0,1146.0,
2,45,70.0,16.0,30.0,0.0,741.6,,,17.9,12.1,0.0,1189.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1141.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,10.0,0.0,727.0,785.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,6.8,3.2,0.0,1219.0,
6,40,69.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1143.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,11.4,8.6,0.0,1201.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,11.3,8.7,255.0,324.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,10.0,0.0,529.0,611.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1213.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,10.0,447.0,508.0,
12,25,85.0,16.0,20.0,0.0,741.6,,,10.7,9.3,0.0,1167.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,20.8,9.2,28.0,97.0,
14,22,85.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1124.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,40.0,382.0,433.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,23.8,16.2,0.0,1113.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1129.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,12.5,7.5,0.0,1188.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1121.0,
20,30,50.0,16.0,10.0,0.0,741.6,,,5.9,4.1,0.0,1169.0,
21,30,52.0,16.0,20.0,0.0,741.6,,,11.7,8.3,0.0,1224.0,
22,28,52.0,16.0,20.0,0.0,741.6,,,12.0,8.0,0.0,1140.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,728.0,778.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,0.0,1227.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,29.1,10.9,168.0,226.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,6.2,3.8,0.0,1232.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,6.4,3.6,0.0,1188.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1143.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,7.1,2.9,0.0,1127.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.4,4.6,0.0,1136.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,0.0,1157.0,
32,10,40.0,16.0,30.0,0.0,741.6,,,19.3,10.7,0.0,1172.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,23.5,16.5,0.0,1160.0,
34,8,45.0,8.0,20.0,0.0,741.6,,,0.0,20.0,0.0,1140.0,
35,5,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,0.0,1126.0,
