CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,24.0,20.0,0.0,576.0,,,0.0,3.9,2.7,1.4,0.0,6.7,5.0,0.3,0.0,0.0,934.0,941.0,
2,22,75.0,32.0,30.0,0.0,576.0,,,5.4,3.2,3.0,0.5,6.5,6.1,3.6,1.8,0.0,0.0,922.0,925.0,
3,22,85.0,8.0,10.0,0.0,576.0,,,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,940.0,943.0,
4,20,80.0,24.0,40.0,624.0,960.0,,,10.7,0.0,4.9,0.4,15.5,0.0,7.1,1.4,639.0,644.0,773.0,765.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,951.0,925.0,
6,18,75.0,24.0,20.0,0.0,576.0,,,0.0,4.6,2.6,0.8,0.0,7.2,3.6,1.2,388.0,386.0,518.0,519.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,0.0,6.5,0.0,1.5,0.0,11.0,0.0,1.0,0.0,0.0,946.0,947.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,355.0,355.0,492.0,497.0,
9,10,35.0,32.0,20.0,0.0,576.0,,,3.8,2.7,1.1,0.4,5.6,4.3,1.8,0.3,361.0,365.0,493.0,500.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,511.0,511.0,648.0,644.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,11.8,0.0,4.2,0.0,15.6,0.0,8.4,0.0,183.0,194.0,318.0,319.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,7.4,0.0,0.0,0.6,9.5,0.0,0.0,2.5,0.0,0.0,918.0,951.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,0.0,0.0,2.3,1.7,0.0,0.0,4.2,1.8,649.0,652.0,778.0,785.0,
14,5,45.0,32.0,10.0,0.0,576.0,,,1.8,1.4,0.5,0.2,2.2,2.0,1.2,0.6,24.0,25.0,158.0,167.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,170.0,169.0,294.0,303.0,
16,0,40.0,24.0,20.0,0.0,576.0,,,4.5,3.1,0.0,0.4,6.7,4.7,0.0,0.6,246.0,253.0,381.0,385.0,
17,0,45.0,16.0,20.0,624.0,960.0,,,0.0,6.7,0.0,1.3,0.0,8.9,0.0,3.1,698.0,700.0,830.0,833.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,327.0,331.0,456.0,458.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,11.8,0.0,4.2,0.0,15.1,0.0,8.9,0.0,247.0,254.0,385.0,379.0,
20,42,15.0,32.0,10.0,384.0,720.0,,,1.8,1.1,0.9,0.3,2.5,1.7,1.3,0.6,533.0,534.0,663.0,662.0,
21,40,5.0,24.0,10.0,0.0,576.0,,,2.2,1.7,0.0,0.1,3.1,2.1,0.0,0.8,0.0,0.0,908.0,928.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,0.0,0.0,12.7,3.3,0.0,0.0,22.1,1.9,375.0,366.0,507.0,498.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,200.0,199.0,332.0,331.0,
24,38,15.0,24.0,10.0,624.0,960.0,,,0.0,2.2,1.4,0.4,0.0,3.6,1.7,0.8,674.0,678.0,801.0,809.0,
25,35,5.0,32.0,20.0,624.0,960.0,,,3.3,2.7,1.0,1.0,5.3,4.0,2.0,0.8,776.0,773.0,908.0,909.0,
