CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,910.0,907.0,967.0,968.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,825.0,821.0,872.0,870.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,2.7,0.0,1.3,0.0,4.6,0.0,1.4,0.0,65.0,62.0,149.0,149.0,
4,42,68.0,32.0,10.0,494.4,927.0,,,1.9,1.0,0.9,0.2,3.2,1.7,1.0,0.1,725.0,721.0,782.0,783.0,
5,42,65.0,24.0,10.0,0.0,741.6,,,1.7,1.3,1.0,0.0,2.8,2.1,1.1,0.0,10.0,14.0,67.0,71.0,
6,40,69.0,24.0,20.0,0.0,741.6,,,5.1,0.0,2.1,0.8,7.8,0.0,2.6,1.6,618.0,620.0,702.0,709.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,164.0,164.0,228.0,228.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,4.5,3.5,0.0,0.0,7.3,4.7,0.0,0.0,250.0,250.0,329.0,325.0,
9,38,70.0,24.0,10.0,0.0,741.6,,,1.8,1.7,0.0,0.5,3.3,2.4,0.0,0.2,529.0,532.0,606.0,612.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,353.0,356.0,415.0,415.0,
11,35,69.0,32.0,10.0,0.0,741.6,,,1.6,1.4,0.7,0.4,2.6,1.9,0.8,0.7,446.0,445.0,506.0,507.0,
12,25,85.0,32.0,20.0,0.0,741.6,,,3.4,2.9,1.3,0.4,5.5,3.5,2.6,0.3,649.0,649.0,725.0,723.0,
