CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,6.0,4.0,885.0,1003.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,20.3,9.7,793.0,901.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,18.0,198.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,6.6,3.4,698.0,816.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,5.4,4.6,13.0,127.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,20.0,575.0,749.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,0.0,20.0,139.0,262.0,
8,38,68.0,16.0,20.0,0.0,741.6,,,11.9,8.1,215.0,371.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,6.3,3.7,487.0,653.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,6.2,3.8,326.0,442.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,5.3,4.7,409.0,537.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,14.0,6.0,613.0,763.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,19.0,11.0,28.0,155.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,7.0,3.0,532.0,651.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,40.0,357.0,451.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,40.0,0.0,440.0,560.0,
17,18,75.0,16.0,20.0,0.0,741.6,,,12.3,7.7,71.0,174.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,13.7,6.3,129.0,299.0,
19,15,80.0,8.0,10.0,0.0,741.6,,,10.0,0.0,239.0,383.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,10.0,5.0,148.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,12.3,7.7,888.0,995.0,
22,28,52.0,8.0,20.0,494.4,927.0,,,20.0,0.0,775.0,928.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,10.0,0.0,705.0,802.0,
24,25,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,22.0,194.0,
25,25,52.0,16.0,40.0,0.0,741.6,,,22.3,17.7,139.0,258.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,7.0,3.0,568.0,756.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,10.0,224.0,350.0,
28,23,55.0,16.0,20.0,0.0,741.6,,,12.4,7.6,514.0,616.0,
29,20,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,334.0,430.0,
30,20,55.0,16.0,10.0,0.0,741.6,,,5.5,4.5,415.0,536.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,173.0,261.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,27.0,171.0,
33,8,40.0,16.0,40.0,0.0,741.6,,,26.7,13.3,44.0,205.0,
34,8,45.0,8.0,20.0,494.4,927.0,,,0.0,20.0,713.0,854.0,
35,5,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,240.0,375.0,
36,5,45.0,8.0,10.0,494.4,927.0,,,10.0,0.0,634.0,743.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,0.0,20.0,356.0,460.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,453.0,551.0,
39,0,45.0,8.0,20.0,0.0,741.6,,,20.0,0.0,530.0,657.0,
40,35,30.0,16.0,10.0,0.0,741.6,,,7.1,2.9,227.0,357.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,10.0,0.0,131.0,272.0,
42,33,32.0,16.0,20.0,0.0,741.6,,,14.6,5.4,22.0,193.0,
43,33,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,13.0,151.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,332.0,441.0,
45,30,30.0,16.0,10.0,0.0,741.6,,,5.8,4.2,508.0,639.0,
46,30,32.0,8.0,30.0,0.0,741.6,,,0.0,30.0,414.0,546.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,7.3,2.7,974.0,1127.0,
48,28,30.0,16.0,10.0,0.0,741.6,,,6.0,4.0,593.0,735.0,
49,28,35.0,16.0,10.0,803.4,1236.0,,,6.5,3.5,959.0,1101.0,
50,26,32.0,8.0,10.0,494.4,927.0,,,0.0,10.0,773.0,914.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
