CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,0.0,576.0,,,3.3,2.4,1.5,0.8,4.6,3.7,2.6,1.0,0.0,0.0,950.0,922.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,0.0,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,957.0,942.0,
3,22,85.0,24.0,10.0,0.0,576.0,,,2.4,0.0,1.1,0.5,3.4,0.0,2.2,0.4,0.0,0.0,959.0,949.0,
4,20,80.0,32.0,40.0,624.0,960.0,,,6.6,6.1,2.8,0.5,9.8,8.4,4.1,1.7,644.0,643.0,772.0,767.0,
5,20,85.0,32.0,20.0,0.0,576.0,,,3.5,2.7,1.6,0.2,5.6,3.8,2.2,0.3,0.0,0.0,957.0,932.0,
6,18,75.0,32.0,20.0,0.0,576.0,,,3.1,2.6,2.0,0.3,4.6,3.6,2.4,1.4,387.0,387.0,513.0,517.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,940.0,940.0,
8,15,80.0,32.0,10.0,0.0,576.0,,,1.7,1.2,0.9,0.2,2.9,1.9,1.0,0.3,356.0,366.0,492.0,497.0,
9,10,35.0,24.0,20.0,0.0,576.0,,,4.0,2.3,1.7,0.0,4.9,4.2,2.9,0.0,366.0,360.0,496.0,501.0,
10,10,40.0,16.0,30.0,384.0,720.0,,,6.8,5.2,0.0,0.0,9.6,8.4,0.0,0.0,508.0,508.0,643.0,649.0,
11,8,40.0,24.0,40.0,0.0,576.0,,,0.0,8.2,5.4,2.4,0.0,12.9,7.8,3.3,195.0,186.0,317.0,318.0,
12,8,45.0,32.0,20.0,0.0,576.0,,,3.6,2.1,1.6,0.7,5.1,3.3,2.2,1.4,0.0,0.0,946.0,918.0,
13,5,35.0,32.0,10.0,624.0,960.0,,,1.8,1.2,0.7,0.4,2.5,2.0,0.9,0.6,653.0,649.0,785.0,782.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,940.0,939.0,
15,2,40.0,16.0,20.0,0.0,576.0,,,0.0,0.0,4.8,3.2,0.0,0.0,8.1,3.9,173.0,172.0,305.0,304.0,
16,0,40.0,32.0,20.0,0.0,576.0,,,3.1,2.3,1.8,0.8,6.0,3.2,2.6,0.2,0.0,0.0,910.0,920.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,702.0,696.0,831.0,833.0,
18,44,5.0,32.0,20.0,0.0,576.0,,,3.0,2.7,1.9,0.4,5.2,4.2,2.1,0.5,0.0,0.0,959.0,923.0,
19,42,10.0,24.0,40.0,0.0,576.0,,,10.0,0.0,5.5,0.5,14.7,0.0,6.4,2.9,0.0,0.0,945.0,931.0,
20,42,15.0,24.0,10.0,0.0,576.0,,,0.0,2.1,1.4,0.5,0.0,3.6,2.1,0.3,0.0,0.0,956.0,916.0,
21,40,5.0,32.0,10.0,0.0,576.0,,,1.6,1.4,0.9,0.2,2.9,1.7,1.1,0.3,0.0,0.0,915.0,931.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,14.1,0.0,0.0,1.9,20.0,0.0,0.0,4.0,369.0,370.0,498.0,507.0,
23,38,5.0,24.0,30.0,0.0,576.0,,,7.6,0.0,2.3,2.1,10.4,0.0,4.8,2.8,198.0,201.0,332.0,321.0,
24,38,15.0,24.0,10.0,0.0,576.0,,,1.9,1.6,0.0,0.4,3.5,2.4,0.0,0.1,0.0,0.0,956.0,920.0,
25,35,5.0,32.0,20.0,624.0,960.0,,,3.8,2.4,1.7,0.2,5.5,3.9,1.9,0.7,781.0,779.0,911.0,915.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
