CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,32.0,10.0,0.0,600.0,,,1.9,1.2,0.7,0.2,2.7,1.7,1.0,0.6,0.0,0.0,1000.0,990.0,
2,35,17.0,24.0,7.0,0.0,600.0,,,0.0,1.4,1.3,0.2,0.0,2.4,1.7,0.1,0.0,0.0,997.0,994.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,0.0,0.0,5.2,0.0,0.0,0.0,7.8,0.0,0.0,0.0,980.0,975.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,0.0,0.0,7.6,0.0,0.0,0.0,11.4,0.0,667.0,672.0,803.0,811.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,0.0,6.3,3.4,0.7,0.0,7.4,5.6,2.6,0.0,0.0,981.0,976.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.8,412.0,410.0,517.0,522.0,
7,20,50.0,8.0,5.0,0.0,600.0,,,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,995.0,980.0,
8,10,43.0,32.0,9.0,0.0,600.0,,,1.7,1.2,0.7,0.1,2.2,1.8,1.1,0.3,402.0,404.0,485.0,481.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,0.0,0.0,6.4,0.0,0.0,0.0,9.6,0.0,393.0,397.0,506.0,501.0,
10,30,60.0,24.0,16.0,400.0,750.0,,,0.0,3.3,2.6,0.4,0.0,4.5,3.9,1.2,571.0,576.0,632.0,636.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,4.8,0.0,0.0,0.0,7.2,0.0,0.0,0.0,203.0,202.0,336.0,336.0,
12,50,35.0,16.0,19.0,0.0,600.0,,,0.0,7.0,0.0,0.6,0.0,8.7,0.0,2.7,0.0,0.0,1000.0,975.0,
13,30,25.0,32.0,23.0,650.0,1000.0,,,3.9,2.9,1.9,0.5,5.9,4.0,2.7,1.2,681.0,685.0,840.0,839.0,
14,15,10.0,24.0,20.0,0.0,600.0,,,0.0,5.0,2.3,0.6,0.0,7.2,3.6,1.2,0.0,0.0,969.0,988.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,0.0,3.0,0.0,0.2,0.0,3.9,0.0,0.9,165.0,162.0,307.0,303.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,0.0,6.0,0.0,1.6,0.0,9.7,0.0,1.7,0.0,0.0,984.0,997.0,
17,5,30.0,24.0,2.0,650.0,1000.0,,,0.4,0.3,0.1,0.0,0.5,0.4,0.2,0.1,720.0,729.0,876.0,874.0,
18,20,40.0,32.0,12.0,0.0,600.0,,,2.0,1.5,1.1,0.2,3.2,2.1,1.6,0.2,0.0,0.0,980.0,992.0,
19,15,60.0,16.0,17.0,0.0,600.0,,,4.2,0.0,2.6,0.0,7.5,0.0,2.7,0.0,0.0,0.0,995.0,972.0,
20,45,65.0,32.0,9.0,0.0,600.0,,,1.7,1.1,0.6,0.2,2.4,1.7,1.0,0.3,0.0,0.0,985.0,974.0,
21,45,20.0,24.0,11.0,0.0,600.0,,,2.5,1.8,0.0,0.1,3.5,2.7,0.0,0.4,0.0,0.0,999.0,982.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,0.0,5.3,0.0,1.9,0.0,9.9,0.0,0.9,403.0,401.0,498.0,494.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,11.6,0.0,0.0,0.0,17.4,0.0,0.0,196.0,197.0,332.0,330.0,
24,65,35.0,24.0,3.0,0.0,600.0,,,0.6,0.4,0.2,0.0,0.9,0.5,0.3,0.1,0.0,0.0,969.0,990.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,0.0,0.0,0.0,2.4,0.0,0.0,0.0,3.6,807.0,808.0,968.0,957.0,
26,45,30.0,8.0,17.0,0.0,600.0,,,0.0,0.0,0.0,6.8,0.0,0.0,0.0,10.2,0.0,0.0,995.0,980.0,
27,35,40.0,32.0,16.0,0.0,600.0,,,2.6,2.5,1.1,0.2,3.9,2.9,2.2,0.6,98.0,91.0,269.0,264.0,
28,41,37.0,16.0,16.0,0.0,600.0,,,0.0,4.0,2.4,0.0,0.0,5.8,3.8,0.0,0.0,0.0,999.0,984.0,
29,64,42.0,8.0,9.0,0.0,600.0,,,0.0,0.0,3.6,0.0,0.0,0.0,5.4,0.0,0.0,0.0,975.0,981.0,
30,40,60.0,24.0,21.0,0.0,600.0,,,0.0,5.5,2.0,0.9,0.0,6.6,4.0,2.0,249.0,250.0,360.0,362.0,
31,31,52.0,8.0,27.0,0.0,600.0,,,10.8,0.0,0.0,0.0,16.2,0.0,0.0,0.0,0.0,0.0,978.0,991.0,
32,35,69.0,16.0,23.0,0.0,600.0,,,6.8,0.0,2.4,0.0,8.9,0.0,4.9,0.0,0.0,0.0,967.0,975.0,
33,53,52.0,32.0,11.0,0.0,600.0,,,1.8,1.6,0.6,0.4,2.7,2.0,1.1,0.8,34.0,35.0,214.0,203.0,
34,65,55.0,16.0,14.0,0.0,600.0,,,0.0,3.6,2.0,0.0,0.0,5.4,3.0,0.0,0.0,0.0,987.0,959.0,
35,63,65.0,32.0,8.0,650.0,1000.0,,,1.5,1.1,0.5,0.1,2.3,1.6,0.8,0.1,673.0,676.0,815.0,814.0,
36,2,60.0,8.0,5.0,0.0,600.0,,,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,25.0,37.0,212.0,212.0,
37,20,20.0,8.0,8.0,0.0,600.0,,,3.2,0.0,0.0,0.0,4.8,0.0,0.0,0.0,0.0,0.0,970.0,973.0,
38,5,5.0,24.0,16.0,0.0,600.0,,,3.8,0.0,2.1,0.5,5.6,0.0,2.6,1.4,300.0,299.0,413.0,405.0,
