CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,650.0,1000.0,,,0.0,3.0,0.0,1.0,0.0,4.6,0.0,1.4,631.0,615.0,930.0,941.0,
2,35,17.0,24.0,7.0,0.0,600.0,,,2.0,0.0,0.6,0.2,2.7,0.0,1.3,0.2,67.0,58.0,364.0,376.0,
3,55,45.0,16.0,13.0,400.0,750.0,,,0.0,0.0,3.2,2.0,0.0,0.0,6.9,0.9,492.0,494.0,619.0,619.0,
4,55,20.0,32.0,19.0,650.0,1000.0,,,3.4,2.6,1.1,0.4,5.5,3.4,1.7,0.8,428.0,451.0,999.0,965.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,8.4,0.0,0.0,2.0,13.6,0.0,0.0,2.0,3.0,4.0,405.0,381.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.7,0.0,0.3,0.2,1.3,0.0,0.5,0.1,263.0,242.0,696.0,669.0,
7,20,50.0,24.0,5.0,0.0,600.0,,,1.5,0.0,0.4,0.1,1.8,0.0,0.8,0.4,277.0,279.0,457.0,464.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,0.0,0.0,2.8,0.8,0.0,0.0,3.3,2.1,261.0,278.0,611.0,599.0,
9,55,60.0,8.0,16.0,0.0,600.0,,,6.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,228.0,228.0,653.0,671.0,
10,30,60.0,32.0,16.0,400.0,750.0,,,2.7,2.3,0.9,0.5,4.2,3.0,2.2,0.2,483.0,481.0,716.0,731.0,
11,20,65.0,24.0,12.0,0.0,600.0,,,0.0,2.1,1.8,0.8,0.0,3.8,2.4,1.0,31.0,33.0,555.0,540.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,7.6,0.0,0.0,0.0,11.4,0.0,0.0,0.0,149.0,167.0,418.0,423.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,8.2,0.0,0.0,1.0,11.0,0.0,0.0,2.8,395.0,381.0,987.0,991.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,0.0,6.8,0.0,1.2,0.0,9.4,0.0,2.6,11.0,0.0,484.0,464.0,
15,30,5.0,32.0,8.0,0.0,600.0,,,1.3,1.2,0.5,0.2,2.1,1.9,0.6,0.1,4.0,10.0,541.0,572.0,
16,10,20.0,32.0,19.0,0.0,600.0,,,3.8,2.2,1.0,0.7,5.2,3.4,2.0,0.8,218.0,213.0,440.0,432.0,
17,5,30.0,24.0,2.0,400.0,750.0,,,0.0,0.4,0.3,0.1,0.0,0.7,0.3,0.2,402.0,399.0,966.0,965.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,0.0,0.0,4.8,0.0,0.0,0.0,7.2,348.0,347.0,472.0,467.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,6.8,0.0,0.0,0.0,10.2,0.0,0.0,0.0,210.0,196.0,452.0,453.0,
20,45,65.0,24.0,9.0,400.0,750.0,,,2.2,0.0,1.3,0.1,3.0,0.0,1.8,0.6,527.0,521.0,725.0,717.0,
21,45,20.0,16.0,11.0,0.0,600.0,,,3.2,0.0,1.2,0.0,4.6,0.0,2.0,0.0,132.0,137.0,401.0,390.0,
22,45,10.0,24.0,18.0,0.0,600.0,,,3.7,2.8,0.0,0.7,6.3,3.5,0.0,1.0,257.0,258.0,640.0,627.0,
23,55,5.0,32.0,29.0,0.0,600.0,,,5.0,4.4,1.7,0.6,8.1,5.2,3.4,0.8,31.0,27.0,522.0,535.0,
24,65,35.0,24.0,3.0,650.0,1000.0,,,0.5,0.5,0.3,0.0,0.8,0.6,0.3,0.0,618.0,627.0,925.0,945.0,
25,65,20.0,8.0,6.0,400.0,750.0,,,2.4,0.0,0.0,0.0,3.6,0.0,0.0,0.0,381.0,378.0,961.0,987.0,
26,45,30.0,16.0,17.0,400.0,750.0,,,0.0,5.8,0.0,1.0,0.0,7.7,0.0,2.5,532.0,543.0,719.0,719.0,
27,35,40.0,16.0,16.0,0.0,600.0,,,4.6,0.0,1.8,0.0,7.1,0.0,2.5,0.0,1.0,2.0,617.0,617.0,
28,41,37.0,24.0,16.0,0.0,600.0,,,3.3,2.4,0.0,0.7,5.7,3.2,0.0,0.7,27.0,22.0,345.0,351.0,
29,64,42.0,32.0,9.0,0.0,600.0,,,1.8,1.1,0.5,0.1,2.5,1.8,0.9,0.2,121.0,110.0,375.0,392.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,4.7,3.7,0.0,0.0,7.0,5.6,0.0,0.0,91.0,91.0,515.0,503.0,
31,31,52.0,24.0,27.0,0.0,600.0,,,5.4,4.2,0.0,1.2,8.6,6.0,0.0,1.6,69.0,67.0,337.0,340.0,
32,35,69.0,32.0,23.0,650.0,1000.0,,,3.6,2.7,2.0,0.8,6.0,4.2,3.0,0.6,600.0,600.0,839.0,837.0,
33,53,52.0,16.0,11.0,0.0,600.0,,,2.8,1.6,0.0,0.0,4.3,2.3,0.0,0.0,11.0,14.0,705.0,692.0,
34,65,55.0,24.0,14.0,400.0,750.0,,,3.3,0.0,1.4,0.8,5.3,0.0,2.3,0.8,479.0,482.0,660.0,666.0,
35,63,65.0,16.0,8.0,400.0,750.0,,,0.0,2.0,1.2,0.0,0.0,3.3,1.5,0.0,418.0,412.0,974.0,988.0,
36,2,60.0,32.0,5.0,0.0,600.0,,,0.8,0.7,0.4,0.1,1.3,1.0,0.4,0.2,14.0,37.0,760.0,729.0,
37,20,20.0,32.0,8.0,400.0,750.0,,,1.3,1.1,0.6,0.2,2.2,1.8,0.7,0.1,562.0,556.0,749.0,746.0,
38,5,5.0,8.0,16.0,0.0,600.0,,,6.4,0.0,0.0,0.0,9.6,0.0,0.0,0.0,132.0,130.0,588.0,564.0,
39,60,12.0,16.0,31.0,0.0,600.0,,,0.0,0.0,10.1,2.3,0.0,0.0,14.6,4.0,1.0,27.0,871.0,841.0,
40,40,25.0,24.0,9.0,0.0,600.0,,,2.2,0.0,0.7,0.7,3.7,0.0,1.4,0.3,223.0,241.0,568.0,572.0,
41,42,7.0,8.0,5.0,0.0,600.0,,,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,196.0,192.0,722.0,718.0,
42,24,12.0,24.0,5.0,0.0,600.0,,,1.0,0.7,0.3,0.0,1.6,0.9,0.5,0.0,1.0,6.0,657.0,641.0,
43,23,3.0,32.0,7.0,400.0,750.0,,,1.2,1.0,0.4,0.2,1.8,1.1,0.9,0.3,572.0,563.0,754.0,752.0,
44,11,14.0,16.0,18.0,0.0,600.0,,,5.8,0.0,0.0,1.4,8.8,0.0,0.0,2.0,33.0,44.0,528.0,514.0,
45,6,38.0,8.0,16.0,0.0,600.0,,,0.0,0.0,0.0,6.4,0.0,0.0,0.0,9.6,27.0,19.0,716.0,726.0,
46,2,48.0,24.0,1.0,400.0,750.0,,,0.2,0.1,0.1,0.0,0.3,0.2,0.1,0.1,454.0,449.0,694.0,702.0,
47,8,56.0,24.0,27.0,0.0,600.0,,,5.2,3.5,2.1,0.0,7.4,4.8,4.0,0.0,22.0,34.0,394.0,380.0,
48,13,52.0,24.0,36.0,650.0,1000.0,,,0.0,8.1,5.1,1.2,0.0,12.6,8.0,1.0,684.0,672.0,971.0,971.0,
49,6,68.0,8.0,30.0,0.0,600.0,,,12.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,434.0,439.0,608.0,605.0,
50,47,47.0,16.0,13.0,400.0,750.0,,,0.0,0.0,3.0,2.2,0.0,0.0,5.6,2.2,497.0,494.0,703.0,704.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
