CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,957.0,941.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,0.0,0.0,922.0,928.0,
3,22,85.0,16.0,10.0,0.0,576.0,,,2.4,1.6,4.3,1.7,0.0,0.0,931.0,921.0,
4,20,80.0,8.0,40.0,624.0,960.0,,,0.0,16.0,0.0,24.0,637.0,644.0,776.0,776.0,
5,20,85.0,16.0,20.0,0.0,576.0,,,5.6,2.4,8.5,3.5,0.0,0.0,936.0,940.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,944.0,935.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,949.0,946.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,363.0,366.0,490.0,494.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,362.0,363.0,499.0,500.0,
10,10,40.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,0.0,0.0,940.0,930.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,8.5,7.5,15.8,8.2,183.0,185.0,315.0,316.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,5.2,2.8,7.2,4.8,0.0,0.0,936.0,960.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.4,1.6,4.1,1.9,650.0,645.0,782.0,783.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,0.0,0.0,959.0,935.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,162.0,165.0,296.0,294.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,925.0,943.0,
17,0,45.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,936.0,934.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,4.4,3.6,8.5,3.5,0.0,0.0,910.0,928.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,9.5,6.5,15.5,8.5,0.0,0.0,918.0,939.0,
20,42,15.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,0.0,0.0,945.0,946.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.8,2.2,0.0,0.0,926.0,905.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,9.5,6.5,13.2,10.8,0.0,0.0,951.0,927.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,7.2,4.8,11.9,6.1,197.0,192.0,328.0,321.0,
24,38,15.0,16.0,10.0,0.0,576.0,,,2.6,1.4,3.9,2.1,0.0,0.0,956.0,957.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,783.0,781.0,912.0,908.0,
26,95,30.0,16.0,30.0,0.0,576.0,,,7.1,4.9,10.3,7.7,0.0,0.0,901.0,940.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,5.0,3.0,7.3,4.7,0.0,0.0,905.0,911.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,2.7,1.3,3.3,2.7,0.0,0.0,900.0,904.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,2.7,1.3,4.3,1.7,0.0,0.0,909.0,952.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,0.0,0.0,915.0,918.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,5.7,2.3,7.0,5.0,0.0,0.0,943.0,941.0,
32,87,30.0,16.0,10.0,0.0,576.0,,,2.7,1.3,4.1,1.9,0.0,0.0,921.0,901.0,
