CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,32.0,20.0,624.0,960.0,,,3.6,2.5,1.6,0.3,4.8,3.6,2.7,0.8,673.0,666.0,796.0,801.0,
2,22,75.0,24.0,30.0,0.0,576.0,,,6.0,4.4,0.0,1.6,9.4,6.1,0.0,2.5,148.0,149.0,284.0,283.0,
3,22,85.0,32.0,10.0,384.0,720.0,,,1.7,1.2,0.6,0.4,2.8,2.1,0.7,0.4,467.0,470.0,596.0,600.0,
4,20,80.0,32.0,40.0,624.0,960.0,,,7.1,4.5,3.4,1.0,10.6,7.6,3.9,2.0,636.0,637.0,774.0,776.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,68.0,64.0,196.0,195.0,
6,18,75.0,16.0,20.0,0.0,576.0,,,0.0,0.0,4.3,3.7,0.0,0.0,8.7,3.3,380.0,383.0,508.0,520.0,
7,15,75.0,24.0,20.0,0.0,576.0,,,4.6,0.0,2.5,0.9,7.5,0.0,2.9,1.6,299.0,299.0,426.0,427.0,
8,15,80.0,32.0,10.0,0.0,576.0,,,1.9,1.1,0.6,0.4,2.5,1.9,1.2,0.4,365.0,367.0,488.0,488.0,
9,10,35.0,16.0,20.0,0.0,576.0,,,7.5,0.0,0.0,0.5,10.8,0.0,0.0,1.2,370.0,367.0,495.0,500.0,
10,10,40.0,32.0,30.0,384.0,720.0,,,4.6,3.3,2.6,1.4,7.1,6.1,4.0,0.9,517.0,508.0,651.0,644.0,
11,8,40.0,32.0,40.0,0.0,576.0,,,7.0,4.8,2.9,1.2,11.0,8.3,3.2,1.4,190.0,187.0,326.0,325.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,0.0,4.9,3.1,0.0,0.0,7.4,4.6,0.0,213.0,212.0,345.0,346.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,0.0,3.3,0.0,0.7,0.0,4.3,0.0,1.7,652.0,643.0,773.0,777.0,
14,5,45.0,32.0,10.0,0.0,576.0,,,1.9,1.0,0.7,0.3,2.9,1.6,0.9,0.5,30.0,31.0,164.0,161.0,
15,2,40.0,24.0,20.0,0.0,576.0,,,4.2,3.5,0.0,0.3,6.5,4.0,0.0,1.6,173.0,173.0,298.0,300.0,
16,0,40.0,24.0,20.0,0.0,576.0,,,0.0,3.9,2.3,1.8,0.0,6.0,3.7,2.3,246.0,247.0,378.0,386.0,
17,0,45.0,32.0,20.0,624.0,960.0,,,3.6,2.8,1.4,0.1,4.5,4.1,2.0,1.3,701.0,699.0,835.0,834.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,0.0,4.8,3.2,0.0,0.0,6.8,5.2,0.0,329.0,323.0,457.0,463.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,252.0,243.0,381.0,385.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,3.0,0.0,1.0,0.0,4.2,0.0,1.8,0.0,531.0,536.0,666.0,667.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,3.8,0.0,0.0,0.2,5.2,0.0,0.0,0.8,204.0,206.0,346.0,340.0,
22,40,15.0,32.0,40.0,0.0,576.0,,,6.5,5.4,2.7,1.3,8.7,7.4,5.3,2.6,371.0,374.0,504.0,507.0,
23,38,5.0,24.0,30.0,0.0,576.0,,,7.8,0.0,3.7,0.5,12.2,0.0,4.5,1.3,189.0,192.0,321.0,332.0,
24,38,15.0,24.0,10.0,624.0,960.0,,,2.5,0.0,1.4,0.1,4.1,0.0,1.7,0.3,675.0,673.0,810.0,802.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,772.0,775.0,906.0,914.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,,,,,
