CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,45,68.0,16.0,10.0,803.4,1236.0,,,5.7,4.3,884.0,996.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,0.0,30.0,812.0,882.0,
3,42,66.0,16.0,10.0,0.0,741.6,,,6.2,3.8,47.0,161.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,10.0,0.0,693.0,810.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,10.0,10.0,64.0,
6,40,69.0,8.0,20.0,494.4,927.0,,,0.0,20.0,547.0,778.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,20.0,0.0,172.0,223.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,20.0,0.0,248.0,336.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,5.9,4.1,486.0,650.0,
10,35,66.0,8.0,10.0,0.0,741.6,,,0.0,10.0,359.0,408.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,6.1,3.9,449.0,505.0,
12,25,85.0,8.0,20.0,0.0,741.6,,,20.0,0.0,647.0,726.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,30.0,0.0,24.0,97.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,7.0,3.0,569.0,618.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,0.0,40.0,389.0,421.0,
16,20,85.0,16.0,40.0,0.0,741.6,,,25.7,14.3,478.0,528.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,20.0,0.0,103.0,142.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,14.0,6.0,172.0,262.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,7.3,2.7,272.0,351.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,10.0,0.0,10.0,80.0,
21,30,52.0,16.0,20.0,803.4,1236.0,,,11.9,8.1,917.0,965.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,11.7,8.3,797.0,895.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,0.0,10.0,738.0,770.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,5.4,4.6,53.0,157.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,40.0,0.0,171.0,225.0,
26,25,55.0,16.0,10.0,0.0,741.6,,,6.5,3.5,602.0,712.0,
27,23,52.0,16.0,10.0,0.0,741.6,,,5.7,4.3,259.0,317.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,0.0,20.0,551.0,587.0,
29,20,50.0,16.0,10.0,0.0,741.6,,,5.9,4.1,365.0,398.0,
30,20,55.0,8.0,10.0,0.0,741.6,,,0.0,10.0,452.0,502.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,20.0,0.0,203.0,235.0,
32,10,40.0,8.0,30.0,0.0,741.6,,,30.0,0.0,16.0,199.0,
33,8,40.0,8.0,40.0,0.0,741.6,,,40.0,0.0,29.0,205.0,
34,8,45.0,16.0,20.0,494.4,927.0,,,12.6,7.4,712.0,852.0,
35,5,35.0,8.0,10.0,0.0,741.6,,,0.0,10.0,251.0,386.0,
36,5,45.0,16.0,10.0,0.0,741.6,,,7.4,2.6,641.0,733.0,
37,2,40.0,8.0,20.0,0.0,741.6,,,0.0,20.0,359.0,458.0,
38,0,40.0,8.0,30.0,0.0,741.6,,,0.0,30.0,470.0,531.0,
39,0,45.0,16.0,20.0,0.0,741.6,,,12.3,7.7,540.0,655.0,
40,35,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,239.0,346.0,
41,35,32.0,8.0,10.0,0.0,741.6,,,0.0,10.0,120.0,287.0,
42,33,32.0,8.0,20.0,0.0,741.6,,,20.0,0.0,6.0,225.0,
43,33,35.0,16.0,10.0,0.0,741.6,,,6.1,3.9,3.0,158.0,
44,32,30.0,8.0,10.0,0.0,741.6,,,10.0,0.0,337.0,441.0,
45,30,30.0,8.0,10.0,0.0,741.6,,,0.0,10.0,505.0,635.0,
46,30,32.0,8.0,30.0,0.0,741.6,,,30.0,0.0,411.0,544.0,
47,30,35.0,16.0,10.0,803.4,1236.0,,,6.1,3.9,867.0,1147.0,
48,28,30.0,16.0,10.0,0.0,741.6,,,6.2,3.8,589.0,727.0,
49,28,35.0,8.0,10.0,803.4,1236.0,,,0.0,10.0,917.0,1131.0,
50,26,32.0,8.0,10.0,494.4,927.0,,,0.0,10.0,779.0,923.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
