CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,6.0,4.0,21.0,722.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,19.8,10.2,20.0,667.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,865.0,1584.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,6.1,3.9,1006.0,1698.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,6.2,3.8,5.0,702.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,14.1,5.9,203.0,955.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,11.4,8.6,828.0,1524.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,13.1,6.9,2599.0,3292.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2304.0,3011.0,
10,35,66.0,16.0,10.0,2203.5,3390.0,,,5.6,4.4,2526.0,3228.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,10.0,0.0,2411.0,3121.0,
12,25,85.0,16.0,20.0,1356.0,2542.5,,,13.1,6.9,1855.0,2559.0,
13,22,75.0,16.0,30.0,2203.5,3390.0,,,20.5,9.5,2101.0,2811.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1785.0,2468.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,40.0,1962.0,2653.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,23.2,16.8,1678.0,2354.0,
17,18,75.0,16.0,20.0,2203.5,3390.0,,,13.7,6.3,2030.0,2737.0,
18,15,75.0,16.0,20.0,1356.0,2542.5,,,12.5,7.5,1498.0,2152.0,
19,15,80.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1538.0,2264.0,
20,30,50.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,0.0,695.0,
21,30,56.0,16.0,20.0,2203.5,3390.0,,,12.7,7.3,2610.0,3337.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,0.0,20.0,3.0,672.0,
23,14,66.0,16.0,10.0,1356.0,2542.5,,,5.7,4.3,1351.0,2078.0,
24,25,50.0,16.0,10.0,0.0,2034.0,,,6.2,3.8,12.0,715.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,24.3,15.7,2206.0,2916.0,
26,8,62.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,1302.0,1976.0,
27,23,52.0,16.0,10.0,0.0,2034.0,,,5.9,4.1,10.0,693.0,
28,4,55.0,16.0,20.0,0.0,2034.0,,,11.2,8.8,1196.0,1862.0,
29,20,50.0,8.0,10.0,0.0,2034.0,,,10.0,0.0,136.0,817.0,
30,20,55.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,9.0,739.0,
31,10,35.0,16.0,20.0,0.0,2034.0,,,13.1,6.9,531.0,1210.0,
32,10,40.0,8.0,30.0,0.0,2034.0,,,0.0,30.0,308.0,1004.0,
33,8,40.0,16.0,40.0,0.0,2034.0,,,27.2,12.8,437.0,1135.0,
34,8,45.0,8.0,20.0,0.0,2034.0,,,20.0,0.0,1043.0,1793.0,
35,5,35.0,16.0,10.0,0.0,2034.0,,,7.1,2.9,632.0,1284.0,
36,5,45.0,8.0,10.0,0.0,2034.0,,,0.0,10.0,1009.0,1662.0,
37,2,40.0,16.0,20.0,0.0,2034.0,,,12.1,7.9,686.0,1420.0,
38,0,40.0,8.0,30.0,0.0,2034.0,,,30.0,0.0,794.0,1493.0,
39,0,45.0,16.0,20.0,0.0,2034.0,,,11.0,9.0,875.0,1606.0,
40,36,18.0,8.0,10.0,1356.0,2542.5,,,0.0,10.0,1524.0,2248.0,
41,35,32.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2516.0,3161.0,
42,33,32.0,8.0,20.0,2203.5,3390.0,,,20.0,0.0,2421.0,3102.0,
43,33,35.0,16.0,10.0,2203.5,3390.0,,,6.2,3.8,2295.0,3030.0,
44,32,20.0,16.0,10.0,1356.0,2542.5,,,6.7,3.3,1639.0,2325.0,
45,30,30.0,8.0,10.0,1356.0,2542.5,,,10.0,0.0,1830.0,2530.0,
46,34,25.0,16.0,30.0,1356.0,2542.5,,,16.5,13.5,1706.0,2451.0,
47,30,35.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2204.0,2926.0,
48,36,40.0,8.0,10.0,2203.5,3390.0,,,0.0,10.0,2568.0,3316.0,
49,48,20.0,16.0,10.0,0.0,2034.0,,,6.4,3.6,666.0,1413.0,
50,26,32.0,16.0,10.0,1356.0,2542.5,,,5.8,4.2,2016.0,2719.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,
