CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,Unnamed: 13
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,914.0,
2,22,75.0,16.0,30.0,0.0,576.0,,,16.5,13.5,0.0,929.0,
3,22,85.0,16.0,10.0,0.0,576.0,,,6.0,4.0,0.0,928.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,28.8,11.2,636.0,768.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,915.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,957.0,
7,15,75.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,916.0,
8,15,80.0,16.0,10.0,0.0,576.0,,,6.3,3.7,364.0,492.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,367.0,492.0,
10,10,40.0,16.0,30.0,0.0,576.0,,,17.0,13.0,0.0,957.0,
11,8,40.0,16.0,40.0,0.0,576.0,,,22.9,17.1,183.0,319.0,
12,8,45.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,931.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,5.8,4.2,652.0,784.0,
14,5,45.0,8.0,10.0,0.0,576.0,,,0.0,10.0,0.0,932.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,0.0,20.0,169.0,296.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,924.0,
17,0,45.0,8.0,20.0,0.0,576.0,,,0.0,20.0,0.0,929.0,
18,44,5.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,937.0,
19,42,10.0,16.0,40.0,0.0,576.0,,,25.0,15.0,0.0,935.0,
20,42,15.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,915.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,7.2,2.8,0.0,905.0,
22,40,15.0,16.0,40.0,0.0,576.0,,,21.1,18.9,0.0,917.0,
23,38,5.0,8.0,30.0,0.0,576.0,,,0.0,30.0,197.0,333.0,
24,38,15.0,16.0,10.0,0.0,576.0,,,6.3,3.7,0.0,928.0,
25,35,5.0,16.0,20.0,624.0,960.0,,,11.9,8.1,783.0,916.0,
26,95,30.0,8.0,30.0,0.0,576.0,,,30.0,0.0,0.0,933.0,
27,95,35.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,905.0,
28,92,30.0,8.0,10.0,0.0,576.0,,,0.0,10.0,0.0,934.0,
29,90,35.0,8.0,10.0,0.0,576.0,,,0.0,10.0,0.0,928.0,
30,88,30.0,16.0,10.0,0.0,576.0,,,5.7,4.3,0.0,933.0,
31,88,35.0,16.0,20.0,0.0,576.0,,,12.3,7.7,0.0,907.0,
32,87,30.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,906.0,
33,85,25.0,8.0,10.0,0.0,576.0,,,10.0,0.0,0.0,944.0,
34,85,35.0,8.0,30.0,0.0,576.0,,,0.0,30.0,0.0,926.0,
35,67,85.0,8.0,20.0,0.0,576.0,,,20.0,0.0,0.0,909.0,
36,65,85.0,8.0,40.0,0.0,576.0,,,0.0,40.0,0.0,960.0,
37,65,82.0,16.0,10.0,0.0,576.0,,,6.9,3.1,0.0,958.0,
38,62,80.0,8.0,30.0,0.0,576.0,,,30.0,0.0,273.0,406.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,7.0,3.0,0.0,925.0,
40,60,85.0,16.0,30.0,0.0,576.0,,,20.8,9.2,0.0,940.0,
