CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,0.0,4.0,0.0,6.0,0.0,0.0,988.0,992.0,
2,35,17.0,8.0,7.0,0.0,600.0,,,2.8,0.0,4.2,0.0,0.0,0.0,997.0,984.0,
3,55,45.0,16.0,13.0,0.0,600.0,,,2.7,2.5,5.3,2.5,0.0,0.0,967.0,999.0,
4,55,20.0,8.0,19.0,650.0,1000.0,,,7.6,0.0,11.4,0.0,666.0,665.0,804.0,810.0,
5,15,30.0,16.0,26.0,0.0,600.0,,,6.5,3.9,10.4,5.2,0.0,0.0,976.0,999.0,
6,25,30.0,8.0,3.0,0.0,600.0,,,0.0,1.2,0.0,1.8,0.0,0.0,990.0,993.0,
7,20,50.0,16.0,5.0,0.0,600.0,,,1.3,0.7,1.6,1.4,0.0,0.0,983.0,969.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,2.1,1.5,3.6,1.8,403.0,400.0,488.0,481.0,
9,55,60.0,16.0,16.0,0.0,600.0,,,4.2,2.2,6.3,3.3,391.0,390.0,500.0,499.0,
10,30,60.0,16.0,16.0,0.0,600.0,,,4.1,2.3,5.1,4.5,0.0,0.0,969.0,984.0,
11,20,65.0,16.0,12.0,0.0,600.0,,,3.0,1.8,4.4,2.8,196.0,203.0,329.0,333.0,
12,50,35.0,8.0,19.0,0.0,600.0,,,0.0,7.6,0.0,11.4,0.0,0.0,983.0,975.0,
13,30,25.0,16.0,23.0,650.0,1000.0,,,5.6,3.6,9.5,4.3,680.0,678.0,836.0,831.0,
14,15,10.0,16.0,20.0,0.0,600.0,,,5.2,2.8,7.5,4.5,0.0,0.0,986.0,973.0,
15,30,5.0,16.0,8.0,0.0,600.0,,,1.9,1.3,3.0,1.8,165.0,169.0,305.0,304.0,
16,10,20.0,8.0,19.0,0.0,600.0,,,7.6,0.0,11.4,0.0,0.0,0.0,963.0,997.0,
17,5,30.0,8.0,2.0,0.0,600.0,,,0.0,0.8,0.0,1.2,0.0,0.0,965.0,981.0,
18,20,40.0,16.0,12.0,0.0,600.0,,,2.7,2.1,5.1,2.1,0.0,0.0,996.0,981.0,
19,15,60.0,8.0,17.0,0.0,600.0,,,0.0,6.8,0.0,10.2,0.0,0.0,988.0,989.0,
20,45,65.0,16.0,9.0,0.0,600.0,,,2.3,1.3,3.5,1.9,0.0,0.0,985.0,973.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,4.4,0.0,6.6,0.0,0.0,0.0,972.0,982.0,
22,45,10.0,8.0,18.0,0.0,600.0,,,0.0,7.2,0.0,10.8,0.0,0.0,989.0,994.0,
23,55,5.0,8.0,29.0,0.0,600.0,,,0.0,11.6,0.0,17.4,206.0,198.0,326.0,327.0,
24,65,35.0,16.0,3.0,0.0,600.0,,,0.7,0.5,1.1,0.7,0.0,0.0,960.0,991.0,
25,65,20.0,8.0,6.0,650.0,1000.0,,,0.0,2.4,0.0,3.6,817.0,812.0,956.0,968.0,
26,45,30.0,16.0,17.0,0.0,600.0,,,5.0,1.8,7.0,3.2,0.0,0.0,981.0,995.0,
27,35,40.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,0.0,0.0,989.0,1000.0,
28,41,37.0,8.0,16.0,0.0,600.0,,,6.4,0.0,9.6,0.0,0.0,0.0,995.0,983.0,
29,64,42.0,16.0,9.0,0.0,600.0,,,2.1,1.5,3.4,2.0,0.0,0.0,982.0,981.0,
30,40,60.0,16.0,21.0,0.0,600.0,,,5.2,3.2,6.9,5.7,0.0,0.0,971.0,967.0,
31,31,52.0,8.0,27.0,0.0,600.0,,,0.0,10.8,0.0,16.2,0.0,0.0,990.0,973.0,
32,35,69.0,16.0,23.0,0.0,600.0,,,6.3,2.9,8.0,5.8,0.0,0.0,990.0,967.0,
33,53,52.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,6.6,0.0,0.0,995.0,992.0,
