CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,0.0,4.0,0.0,6.0,879.0,884.0,1002.0,995.0,
2,45,70.0,16.0,30.0,494.4,927.0,,,7.4,4.6,10.9,7.1,798.0,792.0,894.0,894.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,18.0,9.0,201.0,197.0,
4,42,68.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,697.0,696.0,814.0,821.0,
5,42,65.0,16.0,10.0,0.0,741.6,,,2.3,1.7,3.3,2.7,5.0,15.0,127.0,128.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,5.7,2.3,6.7,5.3,579.0,576.0,744.0,752.0,
7,40,66.0,16.0,20.0,0.0,741.6,,,5.5,2.5,7.0,5.0,135.0,141.0,258.0,256.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,215.0,209.0,371.0,370.0,
9,38,70.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,488.0,489.0,647.0,653.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.7,2.3,320.0,328.0,445.0,446.0,
11,35,69.0,16.0,10.0,0.0,741.6,,,2.8,1.2,4.2,1.8,420.0,409.0,534.0,544.0,
12,25,85.0,16.0,20.0,494.4,927.0,,,5.1,2.9,6.9,5.1,612.0,614.0,757.0,765.0,
13,22,75.0,16.0,30.0,0.0,741.6,,,8.1,3.9,10.6,7.4,29.0,20.0,165.0,165.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.7,1.3,3.2,2.8,533.0,530.0,652.0,646.0,
15,20,80.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,356.0,353.0,459.0,457.0,
16,20,85.0,8.0,40.0,0.0,741.6,,,16.0,0.0,24.0,0.0,439.0,443.0,555.0,564.0,
17,18,75.0,8.0,20.0,0.0,741.6,,,0.0,8.0,0.0,12.0,75.0,74.0,176.0,180.0,
18,15,75.0,16.0,20.0,0.0,741.6,,,4.3,3.7,6.8,5.2,134.0,139.0,302.0,304.0,
19,15,80.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.5,2.5,238.0,232.0,386.0,385.0,
20,30,50.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,7.0,5.0,139.0,144.0,
21,30,52.0,8.0,20.0,803.4,1236.0,,,0.0,8.0,0.0,12.0,883.0,877.0,994.0,998.0,
22,28,52.0,16.0,20.0,494.4,927.0,,,4.9,3.1,7.4,4.6,767.0,761.0,927.0,930.0,
23,28,55.0,8.0,10.0,494.4,927.0,,,4.0,0.0,6.0,0.0,703.0,708.0,808.0,806.0,
24,25,50.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.3,2.7,24.0,22.0,195.0,192.0,
25,25,52.0,8.0,40.0,0.0,741.6,,,0.0,16.0,0.0,24.0,142.0,131.0,260.0,258.0,
26,25,55.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,570.0,581.0,745.0,746.0,
27,23,52.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,223.0,232.0,344.0,347.0,
28,23,55.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,513.0,519.0,623.0,620.0,
29,20,50.0,8.0,10.0,0.0,741.6,,,4.0,0.0,6.0,0.0,333.0,327.0,428.0,434.0,
30,20,55.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,411.0,414.0,540.0,531.0,
31,10,35.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,175.0,173.0,256.0,258.0,
