CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,957.0,949.0,
2,22,75.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,0.0,0.0,924.0,939.0,
3,22,85.0,16.0,10.0,0.0,576.0,,,2.4,1.6,3.9,2.1,0.0,0.0,958.0,944.0,
4,20,80.0,16.0,40.0,624.0,960.0,,,10.9,5.1,16.0,8.0,634.0,635.0,772.0,765.0,
5,20,85.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,0.0,0.0,953.0,960.0,
6,18,75.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,382.0,377.0,519.0,516.0,
7,15,75.0,16.0,20.0,0.0,576.0,,,5.0,3.0,8.2,3.8,0.0,0.0,939.0,915.0,
8,15,80.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,367.0,366.0,493.0,499.0,
9,10,35.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,366.0,360.0,495.0,497.0,
10,10,40.0,8.0,30.0,384.0,720.0,,,12.0,0.0,18.0,0.0,513.0,515.0,646.0,647.0,
11,8,40.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,193.0,187.0,322.0,326.0,
12,8,45.0,16.0,20.0,0.0,576.0,,,6.0,2.0,8.6,3.4,0.0,0.0,919.0,957.0,
13,5,35.0,16.0,10.0,624.0,960.0,,,2.3,1.7,3.8,2.2,650.0,652.0,776.0,782.0,
14,5,45.0,16.0,10.0,0.0,576.0,,,2.5,1.5,3.2,2.8,28.0,26.0,161.0,162.0,
15,2,40.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,170.0,166.0,300.0,297.0,
16,0,40.0,8.0,20.0,0.0,576.0,,,0.0,8.0,0.0,12.0,243.0,245.0,375.0,377.0,
17,0,45.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,697.0,694.0,825.0,828.0,
18,44,5.0,16.0,20.0,0.0,576.0,,,5.7,2.3,7.7,4.3,325.0,331.0,461.0,467.0,
19,42,10.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,244.0,245.0,382.0,381.0,
20,42,15.0,16.0,10.0,384.0,720.0,,,2.7,1.3,3.4,2.6,528.0,525.0,669.0,664.0,
21,40,5.0,16.0,10.0,0.0,576.0,,,2.7,1.3,3.7,2.3,0.0,0.0,913.0,919.0,
22,40,15.0,8.0,40.0,0.0,576.0,,,0.0,16.0,0.0,24.0,366.0,374.0,506.0,496.0,
23,38,5.0,16.0,30.0,0.0,576.0,,,7.5,4.5,10.8,7.2,189.0,201.0,323.0,321.0,
24,38,15.0,8.0,10.0,624.0,960.0,,,0.0,4.0,0.0,6.0,671.0,675.0,801.0,812.0,
25,35,5.0,8.0,20.0,624.0,960.0,,,0.0,8.0,0.0,12.0,773.0,772.0,914.0,911.0,
26,95,30.0,8.0,30.0,0.0,576.0,,,12.0,0.0,18.0,0.0,0.0,0.0,943.0,918.0,
27,95,35.0,16.0,20.0,0.0,576.0,,,4.7,3.3,6.8,5.2,141.0,136.0,269.0,269.0,
28,92,30.0,16.0,10.0,0.0,576.0,,,2.5,1.5,4.1,1.9,140.0,141.0,275.0,280.0,
29,90,35.0,16.0,10.0,0.0,576.0,,,2.5,1.5,4.2,1.8,184.0,191.0,320.0,319.0,
30,88,30.0,8.0,10.0,0.0,576.0,,,4.0,0.0,6.0,0.0,244.0,236.0,371.0,366.0,
31,88,35.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,0.0,0.0,950.0,925.0,
32,87,30.0,16.0,10.0,624.0,960.0,,,2.1,1.9,3.7,2.3,610.0,611.0,744.0,742.0,
33,85,25.0,16.0,10.0,0.0,576.0,,,2.1,1.9,4.4,1.6,76.0,69.0,212.0,204.0,
34,85,35.0,16.0,30.0,0.0,576.0,,,7.9,4.1,11.8,6.2,0.0,0.0,949.0,923.0,
35,67,85.0,8.0,20.0,624.0,960.0,,,8.0,0.0,12.0,0.0,649.0,645.0,787.0,783.0,
36,65,85.0,16.0,40.0,0.0,576.0,,,10.1,5.9,16.4,7.6,39.0,32.0,172.0,167.0,
37,65,82.0,16.0,10.0,0.0,576.0,,,2.1,1.9,3.5,2.5,0.0,0.0,959.0,958.0,
38,62,80.0,16.0,30.0,0.0,576.0,,,7.9,4.1,10.6,7.4,271.0,271.0,404.0,399.0,
39,60,80.0,16.0,10.0,0.0,576.0,,,2.2,1.8,3.6,2.4,57.0,58.0,184.0,191.0,
40,60,85.0,8.0,30.0,0.0,576.0,,,0.0,12.0,0.0,18.0,325.0,321.0,460.0,460.0,
41,58,75.0,8.0,20.0,0.0,576.0,,,8.0,0.0,12.0,0.0,367.0,364.0,508.0,508.0,
42,55,80.0,16.0,10.0,0.0,576.0,,,2.8,1.2,3.7,2.3,23.0,30.0,159.0,159.0,
43,55,85.0,8.0,20.0,384.0,720.0,,,8.0,0.0,12.0,0.0,568.0,568.0,699.0,695.0,
44,55,82.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,215.0,212.0,338.0,342.0,
45,20,82.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,35.0,30.0,161.0,169.0,
46,18,80.0,8.0,10.0,384.0,720.0,,,0.0,4.0,0.0,6.0,481.0,482.0,617.0,616.0,
47,2,45.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,104.0,95.0,226.0,232.0,
48,42,5.0,16.0,10.0,0.0,576.0,,,2.4,1.6,4.3,1.7,0.0,0.0,954.0,920.0,
49,42,12.0,8.0,10.0,0.0,576.0,,,0.0,4.0,0.0,6.0,429.0,438.0,572.0,561.0,
50,72,35.0,16.0,30.0,0.0,576.0,,,7.7,4.3,12.3,5.7,0.0,0.0,918.0,939.0,
51,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,1000,,,,,,,,,,,,,,,,
