CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,96.0,180.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,62.0,64.0,197.0,199.0,
2,22,75.0,24.0,30.0,0.0,144.0,,,0.0,6.5,3.6,1.8,0.0,9.9,5.2,2.9,27.0,28.0,151.0,158.0,
3,22,85.0,32.0,10.0,96.0,180.0,,,2.0,1.1,0.8,0.1,2.6,1.6,1.1,0.7,60.0,61.0,189.0,188.0,
4,20,80.0,24.0,40.0,96.0,180.0,,,0.0,9.3,4.4,2.3,0.0,12.7,7.1,4.2,150.0,151.0,162.0,162.0,
5,20,85.0,8.0,20.0,0.0,144.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,29.0,34.0,167.0,163.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,0.0,0.0,4.9,3.1,0.0,0.0,7.3,4.7,96.0,96.0,125.0,124.0,
7,15,75.0,24.0,20.0,0.0,144.0,,,3.6,2.7,1.7,0.0,5.5,3.7,2.8,0.0,23.0,28.0,166.0,161.0,
8,15,80.0,32.0,10.0,0.0,144.0,,,1.8,1.4,0.5,0.3,2.7,1.6,1.3,0.4,100.0,101.0,112.0,111.0,
9,10,35.0,24.0,20.0,0.0,144.0,,,5.8,0.0,1.5,0.6,7.5,0.0,3.8,0.7,101.0,100.0,112.0,112.0,
10,10,40.0,24.0,30.0,0.0,144.0,,,6.0,3.4,2.6,0.0,9.0,6.2,2.8,0.0,123.0,121.0,146.0,146.0,
11,8,40.0,32.0,40.0,0.0,144.0,,,7.2,4.2,3.0,1.6,10.4,7.0,6.0,0.6,69.0,69.0,79.0,79.0,
12,8,45.0,8.0,20.0,0.0,144.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,25.0,21.0,158.0,161.0,
13,5,35.0,24.0,10.0,96.0,180.0,,,2.0,1.4,0.6,0.0,3.1,1.9,1.1,0.0,152.0,151.0,162.0,163.0,
14,5,45.0,24.0,10.0,0.0,144.0,,,1.9,1.3,0.8,0.0,2.9,1.9,1.2,0.0,32.0,32.0,120.0,123.0,
15,2,40.0,8.0,20.0,0.0,144.0,,,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,68.0,68.0,79.0,78.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,7.0,0.0,0.0,1.0,11.2,0.0,0.0,0.8,53.0,58.0,115.0,117.0,
17,0,45.0,32.0,20.0,96.0,180.0,,,3.8,2.6,1.4,0.2,4.9,3.9,2.1,1.1,146.0,147.0,183.0,181.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,4.4,3.6,0.0,0.0,7.8,4.2,0.0,0.0,74.0,76.0,127.0,128.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,9.5,6.5,0.0,0.0,15.3,8.7,0.0,0.0,56.0,55.0,119.0,116.0,
20,42,15.0,24.0,10.0,96.0,180.0,,,1.9,1.3,0.7,0.0,3.0,1.8,1.3,0.0,106.0,110.0,162.0,164.0,
21,40,5.0,32.0,10.0,0.0,144.0,,,1.7,1.3,0.7,0.3,2.5,1.6,1.4,0.5,45.0,41.0,167.0,169.0,
22,40,15.0,24.0,40.0,0.0,144.0,,,7.2,6.7,0.0,2.0,11.8,9.6,0.0,2.6,92.0,93.0,120.0,121.0,
23,38,5.0,24.0,30.0,0.0,144.0,,,8.2,0.0,3.5,0.4,10.8,0.0,4.4,2.8,74.0,75.0,85.0,86.0,
24,38,15.0,32.0,10.0,96.0,180.0,,,1.6,1.4,0.7,0.3,2.6,2.1,0.8,0.5,121.0,128.0,194.0,199.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,171.0,170.0,181.0,182.0,
26,95,30.0,32.0,30.0,0.0,144.0,,,5.5,3.3,2.4,0.8,8.2,5.4,3.2,1.2,51.0,48.0,176.0,176.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,56.0,57.0,96.0,94.0,
28,92,30.0,8.0,10.0,0.0,144.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,55.0,50.0,122.0,121.0,
29,90,35.0,16.0,10.0,0.0,144.0,,,2.9,0.0,1.1,0.0,3.7,0.0,2.3,0.0,47.0,47.0,112.0,112.0,
30,88,30.0,8.0,10.0,0.0,144.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,73.0,72.0,102.0,102.0,
31,88,35.0,32.0,20.0,0.0,144.0,,,3.1,2.7,1.3,0.9,5.0,3.1,2.7,1.2,45.0,43.0,181.0,172.0,
32,87,30.0,16.0,10.0,96.0,180.0,,,3.1,0.0,0.9,0.0,4.2,0.0,1.8,0.0,115.0,115.0,179.0,177.0,
33,85,25.0,8.0,10.0,0.0,144.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,47.0,51.0,85.0,85.0,
34,85,35.0,24.0,30.0,96.0,180.0,,,5.9,5.0,0.0,1.1,9.4,7.3,0.0,1.4,52.0,52.0,185.0,185.0,
35,67,85.0,32.0,20.0,96.0,180.0,,,3.4,2.6,1.6,0.5,5.1,3.4,3.1,0.4,135.0,137.0,170.0,169.0,
36,65,85.0,8.0,40.0,0.0,144.0,,,16.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,41.0,43.0,78.0,81.0,
37,65,82.0,32.0,10.0,96.0,180.0,,,1.9,1.1,0.6,0.4,2.8,2.0,1.1,0.1,68.0,63.0,189.0,189.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,0.0,9.3,0.0,2.7,0.0,17.2,0.0,0.8,84.0,85.0,95.0,96.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,0.0,3.4,0.0,0.6,0.0,5.5,0.0,0.5,35.0,35.0,74.0,77.0,
