CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,16.0,10.0,0.0,2034.0,,,0.0,0.0,3.0,1.0,0.0,0.0,4.2,1.8,0.0,0.0,3309.0,3288.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,0.0,11.6,0.0,0.4,0.0,13.7,0.0,4.3,0.0,0.0,3373.0,3330.0,
3,62,69.0,16.0,10.0,0.0,2034.0,,,3.7,0.0,0.0,0.3,5.6,0.0,0.0,0.4,0.0,0.0,3360.0,3278.0,
4,60,66.0,24.0,10.0,0.0,2034.0,,,0.0,2.2,1.4,0.4,0.0,3.4,2.3,0.3,1245.0,1252.0,1433.0,1432.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,0.0,2.8,1.2,0.0,0.0,3.5,2.5,0.0,0.0,0.0,3379.0,3347.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,0.0,4.0,4.0,0.0,0.0,8.8,3.2,0.0,489.0,489.0,673.0,671.0,
7,58,70.0,24.0,20.0,0.0,2034.0,,,5.0,0.0,1.5,1.5,6.5,0.0,4.2,1.3,0.0,0.0,3359.0,3344.0,
8,34,60.0,32.0,20.0,2203.5,3390.0,,,3.7,2.5,1.5,0.3,4.9,3.4,2.5,1.2,2876.0,2873.0,3057.0,3058.0,
9,28,70.0,32.0,10.0,2203.5,3390.0,,,1.5,1.1,0.9,0.4,2.5,2.0,1.1,0.3,2598.0,2594.0,2775.0,2761.0,
10,35,66.0,24.0,10.0,2203.5,3390.0,,,1.8,1.5,0.7,0.0,3.0,2.1,0.8,0.0,2778.0,2787.0,2960.0,2951.0,
11,35,69.0,16.0,10.0,2203.5,3390.0,,,0.0,2.6,1.4,0.0,0.0,4.1,1.9,0.0,2692.0,2689.0,2865.0,2859.0,
12,25,85.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3358.0,3317.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,0.0,0.0,12.0,0.0,0.0,0.0,18.0,2397.0,2393.0,2566.0,2577.0,
14,22,85.0,32.0,10.0,1356.0,2542.5,,,1.8,1.3,0.5,0.4,2.6,2.0,1.2,0.2,2020.0,2012.0,2195.0,2197.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,0.0,0.0,11.7,4.3,0.0,0.0,16.5,7.5,2201.0,2201.0,2378.0,2382.0,
16,20,85.0,16.0,40.0,1356.0,2542.5,,,10.9,0.0,5.1,0.0,16.7,0.0,7.3,0.0,1922.0,1931.0,2094.0,2108.0,
17,18,75.0,24.0,20.0,1356.0,2542.5,,,0.0,4.3,3.5,0.2,0.0,6.3,4.3,1.4,2303.0,2311.0,2478.0,2481.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,7.5,0.5,0.0,0.0,10.7,1.3,1727.0,1735.0,1911.0,1906.0,
19,15,80.0,16.0,10.0,0.0,2034.0,,,3.4,0.0,0.0,0.6,5.5,0.0,0.0,0.5,1835.0,1831.0,2003.0,2008.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,0.0,2.3,1.7,0.0,0.0,3.4,2.6,0.0,7.0,4.0,176.0,174.0,
21,30,56.0,24.0,20.0,0.0,2034.0,,,0.0,5.0,2.2,0.7,0.0,7.5,3.5,1.0,0.0,0.0,3382.0,3294.0,
22,28,52.0,16.0,20.0,0.0,2034.0,,,7.4,0.0,0.0,0.6,11.0,0.0,0.0,1.0,21.0,7.0,196.0,193.0,
23,14,66.0,24.0,10.0,0.0,2034.0,,,2.2,1.1,0.7,0.0,2.6,2.0,1.4,0.0,1628.0,1635.0,1817.0,1807.0,
24,25,50.0,24.0,10.0,0.0,2034.0,,,0.0,2.3,1.1,0.7,0.0,3.0,2.0,1.0,104.0,111.0,282.0,276.0,
25,22,66.0,16.0,40.0,2203.5,3390.0,,,9.5,6.5,0.0,0.0,12.9,11.1,0.0,0.0,2494.0,2503.0,2680.0,2677.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,700,,,,,,,,,,,,,,,,,,,,
