CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,2.6,1.4,3.8,2.2,128.0,133.0,202.0,201.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,22.0,17.0,90.0,92.0,
3,55,45.0,8.0,13.0,92.0,172.5,,,0.0,5.2,0.0,7.8,95.0,93.0,144.0,145.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,7.6,0.0,11.4,0.0,123.0,120.0,185.0,185.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,10.4,0.0,15.6,0.0,17.0,13.0,100.0,94.0,
6,25,30.0,8.0,3.0,0.0,138.0,,,0.0,1.2,0.0,1.8,71.0,75.0,136.0,133.0,
7,20,50.0,16.0,5.0,0.0,138.0,,,1.4,0.6,1.9,1.1,56.0,59.0,111.0,114.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,2.3,1.3,3.6,1.8,71.0,73.0,127.0,127.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,6.4,0.0,9.6,0.0,71.0,68.0,129.0,134.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,3.6,2.8,5.6,4.0,102.0,102.0,151.0,151.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,3.3,1.5,4.9,2.3,38.0,38.0,105.0,105.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,7.6,0.0,11.4,0.0,37.0,35.0,102.0,98.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,9.2,0.0,13.8,0.0,129.0,124.0,202.0,202.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,8.0,0.0,12.0,0.0,32.0,28.0,114.0,114.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,1.7,1.5,3.1,1.7,32.0,34.0,96.0,101.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,47.0,50.0,108.0,108.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,0.4,0.4,0.7,0.5,121.0,123.0,189.0,194.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,65.0,67.0,115.0,117.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,4.1,2.7,5.2,5.0,46.0,46.0,109.0,113.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,3.6,0.0,5.4,0.0,101.0,101.0,159.0,156.0,
21,45,20.0,8.0,11.0,0.0,138.0,,,4.4,0.0,6.6,0.0,35.0,37.0,97.0,98.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,0.0,7.2,0.0,10.8,71.0,71.0,129.0,130.0,
23,55,5.0,8.0,29.0,0.0,138.0,,,0.0,11.6,0.0,17.4,39.0,37.0,103.0,106.0,
24,65,35.0,16.0,3.0,92.0,172.5,,,0.7,0.5,1.2,0.6,123.0,118.0,195.0,192.0,
25,65,20.0,8.0,6.0,92.0,172.5,,,2.4,0.0,3.6,0.0,114.0,119.0,188.0,189.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
