CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,149.5,230.0,,,10.0,0.0,128.0,204.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,7.0,0.0,16.0,93.0,
3,55,45.0,16.0,13.0,92.0,172.5,,,8.4,4.6,97.0,146.0,
4,55,20.0,16.0,19.0,92.0,172.5,,,13.1,5.9,118.0,186.0,
5,15,30.0,16.0,26.0,0.0,138.0,,,15.3,10.7,16.0,94.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,2.2,0.8,75.0,135.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,5.0,61.0,111.0,
8,10,43.0,16.0,9.0,0.0,138.0,,,5.2,3.8,75.0,126.0,
9,55,60.0,16.0,16.0,0.0,138.0,,,11.1,4.9,70.0,130.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,8.4,7.6,105.0,152.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,8.9,3.1,41.0,105.0,
12,50,35.0,16.0,19.0,0.0,138.0,,,12.9,6.1,32.0,99.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,23.0,129.0,200.0,
14,15,10.0,8.0,20.0,0.0,138.0,,,0.0,20.0,23.0,119.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,5.5,2.5,29.0,98.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,19.0,48.0,109.0,
17,5,30.0,16.0,2.0,92.0,172.5,,,1.4,0.6,118.0,190.0,
18,20,40.0,16.0,12.0,0.0,138.0,,,8.8,3.2,64.0,114.0,
19,15,60.0,16.0,17.0,0.0,138.0,,,8.9,8.1,47.0,111.0,
20,45,65.0,16.0,9.0,92.0,172.5,,,5.3,3.7,104.0,157.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,5.6,5.4,32.0,100.0,
22,45,10.0,16.0,18.0,0.0,138.0,,,9.6,8.4,73.0,131.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,19.2,9.8,41.0,107.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,0.0,3.0,123.0,192.0,
25,65,20.0,16.0,6.0,92.0,172.5,,,4.0,2.0,119.0,192.0,
26,45,30.0,16.0,17.0,92.0,172.5,,,9.1,7.9,110.0,162.0,
27,35,40.0,16.0,16.0,0.0,138.0,,,8.4,7.6,5.0,80.0,
28,41,37.0,8.0,16.0,0.0,138.0,,,16.0,0.0,11.0,80.0,
29,64,42.0,16.0,9.0,0.0,138.0,,,5.1,3.9,37.0,102.0,
30,40,60.0,16.0,21.0,0.0,138.0,,,11.0,10.0,45.0,102.0,
31,31,52.0,16.0,27.0,0.0,138.0,,,14.9,12.1,23.0,86.0,
32,35,69.0,8.0,23.0,92.0,172.5,,,0.0,23.0,113.0,178.0,
33,53,52.0,8.0,11.0,0.0,138.0,,,11.0,0.0,20.0,93.0,
34,65,55.0,16.0,14.0,92.0,172.5,,,9.2,4.8,96.0,151.0,
35,63,65.0,8.0,8.0,92.0,172.5,,,8.0,0.0,112.0,182.0,
36,2,60.0,16.0,5.0,0.0,138.0,,,3.1,1.9,34.0,114.0,
37,20,20.0,16.0,8.0,92.0,172.5,,,4.2,3.8,107.0,165.0,
38,5,5.0,16.0,16.0,0.0,138.0,,,9.5,6.5,59.0,117.0,
39,60,12.0,8.0,31.0,0.0,138.0,,,0.0,31.0,33.0,117.0,
40,40,25.0,16.0,9.0,0.0,138.0,,,6.0,3.0,60.0,118.0,
41,42,7.0,8.0,5.0,0.0,138.0,,,0.0,5.0,71.0,134.0,
42,24,12.0,16.0,5.0,0.0,138.0,,,3.1,1.9,19.0,95.0,
43,23,3.0,8.0,7.0,92.0,172.5,,,0.0,7.0,111.0,165.0,
44,11,14.0,8.0,18.0,0.0,138.0,,,18.0,0.0,42.0,107.0,
45,6,38.0,16.0,16.0,0.0,138.0,,,9.7,6.3,22.0,102.0,
46,2,48.0,8.0,1.0,92.0,172.5,,,1.0,0.0,92.0,154.0,
47,8,56.0,16.0,27.0,0.0,138.0,,,16.3,10.7,27.0,108.0,
48,13,52.0,8.0,36.0,92.0,172.5,,,36.0,0.0,121.0,192.0,
49,6,68.0,16.0,30.0,0.0,138.0,,,19.5,10.5,89.0,132.0,
50,47,47.0,8.0,13.0,92.0,172.5,,,0.0,13.0,100.0,159.0,
51,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
