CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,RES_TW_1_START,RES_TW_1_END,
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,200.0,
2,22,75.0,8.0,30.0,0.0,144.0,,,30.0,0.0,0.0,205.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,5.7,4.3,0.0,208.0,
4,20,80.0,16.0,40.0,96.0,180.0,,,25.9,14.1,138.0,172.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,14.4,5.6,0.0,194.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,13.2,6.8,94.0,128.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,12.7,7.3,0.0,200.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,6.4,3.6,91.0,121.0,
9,10,35.0,16.0,20.0,0.0,144.0,,,12.2,7.8,89.0,121.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,30.0,0.0,119.0,149.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,22.5,17.5,59.0,91.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,14.6,5.4,0.0,201.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,6.5,3.5,140.0,174.0,
14,5,45.0,16.0,10.0,0.0,144.0,,,6.4,3.6,0.0,203.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,14.7,5.3,56.0,88.0,
16,0,40.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,196.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,0.0,20.0,146.0,179.0,
18,44,5.0,8.0,20.0,0.0,144.0,,,0.0,20.0,0.0,186.0,
19,42,10.0,16.0,40.0,0.0,144.0,,,28.4,11.6,0.0,205.0,
20,42,15.0,8.0,10.0,0.0,144.0,,,10.0,0.0,0.0,207.0,
21,40,5.0,8.0,10.0,0.0,144.0,,,10.0,0.0,0.0,190.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,0.0,40.0,89.0,125.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,30.0,0.0,64.0,97.0,
24,38,15.0,8.0,10.0,0.0,144.0,,,0.0,10.0,0.0,211.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,0.0,20.0,152.0,187.0,
26,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,
