CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,25,85.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,0.0,0.0,202.0,201.0,
2,22,75.0,16.0,30.0,0.0,144.0,,,7.2,4.8,11.3,6.7,0.0,0.0,218.0,200.0,
3,22,85.0,16.0,10.0,0.0,144.0,,,2.8,1.2,3.9,2.1,0.0,0.0,205.0,205.0,
4,20,80.0,8.0,40.0,96.0,180.0,,,16.0,0.0,24.0,0.0,138.0,139.0,172.0,171.0,
5,20,85.0,16.0,20.0,0.0,144.0,,,5.2,2.8,8.5,3.5,0.0,0.0,202.0,198.0,
6,18,75.0,16.0,20.0,0.0,144.0,,,5.4,2.6,7.0,5.0,93.0,92.0,125.0,125.0,
7,15,75.0,16.0,20.0,0.0,144.0,,,4.5,3.5,7.6,4.4,0.0,0.0,198.0,200.0,
8,15,80.0,16.0,10.0,0.0,144.0,,,2.3,1.7,4.4,1.6,91.0,90.0,122.0,124.0,
9,10,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,89.0,90.0,123.0,124.0,
10,10,40.0,8.0,30.0,96.0,180.0,,,0.0,12.0,0.0,18.0,119.0,117.0,149.0,152.0,
11,8,40.0,16.0,40.0,0.0,144.0,,,10.8,5.2,13.8,10.2,59.0,59.0,92.0,91.0,
12,8,45.0,16.0,20.0,0.0,144.0,,,5.1,2.9,8.3,3.7,0.0,0.0,205.0,202.0,
13,5,35.0,16.0,10.0,96.0,180.0,,,2.1,1.9,4.1,1.9,139.0,139.0,172.0,174.0,
14,5,45.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,195.0,202.0,
15,2,40.0,16.0,20.0,0.0,144.0,,,4.9,3.1,7.2,4.8,55.0,58.0,89.0,88.0,
16,0,40.0,16.0,20.0,0.0,144.0,,,5.1,2.9,7.3,4.7,0.0,0.0,189.0,193.0,
17,0,45.0,8.0,20.0,96.0,180.0,,,8.0,0.0,12.0,0.0,146.0,146.0,182.0,181.0,
18,44,5.0,16.0,20.0,0.0,144.0,,,5.3,2.7,6.2,5.8,0.0,0.0,192.0,193.0,
19,42,10.0,8.0,40.0,0.0,144.0,,,0.0,16.0,0.0,24.0,0.0,0.0,201.0,189.0,
20,42,15.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,196.0,197.0,
21,40,5.0,16.0,10.0,0.0,144.0,,,2.4,1.6,3.6,2.4,0.0,0.0,193.0,188.0,
22,40,15.0,8.0,40.0,0.0,144.0,,,16.0,0.0,24.0,0.0,92.0,90.0,125.0,125.0,
23,38,5.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,64.0,62.0,98.0,96.0,
24,38,15.0,16.0,10.0,0.0,144.0,,,2.5,1.5,3.8,2.2,0.0,0.0,198.0,207.0,
25,35,5.0,8.0,20.0,156.0,240.0,,,8.0,0.0,12.0,0.0,154.0,154.0,185.0,184.0,
26,95,30.0,8.0,30.0,0.0,144.0,,,0.0,12.0,0.0,18.0,0.0,0.0,186.0,185.0,
27,95,35.0,8.0,20.0,0.0,144.0,,,8.0,0.0,12.0,0.0,61.0,61.0,92.0,94.0,
28,92,30.0,16.0,10.0,0.0,144.0,,,2.5,1.5,3.5,2.5,0.0,0.0,178.0,174.0,
29,90,35.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,178.0,194.0,
30,88,30.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,71.0,74.0,105.0,107.0,
31,88,35.0,16.0,20.0,0.0,144.0,,,4.4,3.6,7.5,4.5,0.0,0.0,187.0,195.0,
32,87,30.0,8.0,10.0,0.0,144.0,,,0.0,4.0,0.0,6.0,0.0,0.0,184.0,190.0,
33,85,25.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.6,2.4,48.0,48.0,81.0,81.0,
34,85,35.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,0.0,0.0,196.0,192.0,
35,67,85.0,8.0,20.0,96.0,180.0,,,8.0,0.0,12.0,0.0,136.0,139.0,172.0,170.0,
36,65,85.0,16.0,40.0,0.0,144.0,,,9.6,6.4,13.7,10.3,41.0,42.0,76.0,73.0,
37,65,82.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,204.0,191.0,
38,62,80.0,16.0,30.0,0.0,144.0,,,7.1,4.9,11.0,7.0,73.0,74.0,107.0,108.0,
39,60,80.0,16.0,10.0,0.0,144.0,,,2.2,1.8,4.2,1.8,37.0,34.0,68.0,68.0,
40,60,85.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,82.0,82.0,115.0,118.0,
41,58,75.0,16.0,20.0,0.0,144.0,,,4.8,3.2,7.9,4.1,92.0,92.0,124.0,122.0,
42,55,80.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.7,2.3,33.0,33.0,66.0,63.0,
43,55,85.0,16.0,20.0,0.0,144.0,,,5.0,3.0,6.4,5.6,0.0,0.0,196.0,206.0,
44,55,82.0,16.0,10.0,0.0,144.0,,,2.7,1.3,3.3,2.7,61.0,61.0,97.0,94.0,
45,20,82.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,35.0,36.0,68.0,67.0,
46,18,80.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,196.0,210.0,
47,2,45.0,16.0,10.0,0.0,144.0,,,2.6,1.4,3.8,2.2,0.0,0.0,202.0,193.0,
48,42,5.0,16.0,10.0,0.0,144.0,,,2.5,1.5,4.3,1.7,0.0,0.0,196.0,186.0,
49,42,12.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,102.0,103.0,134.0,136.0,
50,72,35.0,16.0,30.0,0.0,144.0,,,8.5,3.5,11.4,6.6,0.0,0.0,194.0,202.0,
51,55,20.0,8.0,19.0,0.0,144.0,,,7.6,0.0,11.4,0.0,0.0,0.0,213.0,210.0,
52,25,30.0,16.0,3.0,0.0,144.0,,,0.7,0.5,1.0,0.8,0.0,0.0,222.0,207.0,
53,20,50.0,8.0,5.0,0.0,144.0,,,2.0,0.0,3.0,0.0,91.0,91.0,123.0,121.0,
54,55,60.0,16.0,16.0,0.0,144.0,,,4.2,2.2,6.6,3.0,0.0,0.0,222.0,227.0,
55,30,60.0,8.0,16.0,96.0,180.0,,,6.4,0.0,9.6,0.0,137.0,139.0,171.0,170.0,
56,50,35.0,16.0,19.0,96.0,180.0,,,5.1,2.5,6.3,5.1,129.0,128.0,163.0,162.0,
57,30,25.0,16.0,23.0,0.0,144.0,,,5.6,3.6,8.1,5.7,0.0,0.0,213.0,215.0,
58,15,10.0,16.0,20.0,96.0,180.0,,,4.9,3.1,6.8,5.2,150.0,151.0,183.0,185.0,
59,10,20.0,8.0,19.0,0.0,144.0,,,7.6,0.0,11.4,0.0,0.0,0.0,189.0,188.0,
60,15,60.0,8.0,17.0,0.0,144.0,,,6.8,0.0,10.2,0.0,0.0,0.0,218.0,223.0,
61,45,65.0,16.0,9.0,0.0,144.0,,,2.3,1.3,3.8,1.6,0.0,0.0,221.0,229.0,
62,65,35.0,16.0,3.0,0.0,144.0,,,0.8,0.4,1.2,0.6,52.0,51.0,85.0,85.0,
63,65,20.0,16.0,6.0,0.0,144.0,,,1.6,0.8,2.3,1.3,0.0,0.0,203.0,204.0,
64,45,30.0,8.0,17.0,0.0,144.0,,,6.8,0.0,10.2,0.0,53.0,50.0,85.0,86.0,
65,35,40.0,16.0,16.0,0.0,144.0,,,3.9,2.5,4.8,4.8,9.0,8.0,42.0,44.0,
66,41,37.0,8.0,16.0,96.0,180.0,,,6.4,0.0,9.6,0.0,132.0,130.0,165.0,165.0,
67,64,42.0,8.0,9.0,0.0,144.0,,,0.0,3.6,0.0,5.4,70.0,67.0,102.0,100.0,
68,40,60.0,8.0,21.0,96.0,180.0,,,0.0,8.4,0.0,12.6,142.0,142.0,176.0,177.0,
69,31,52.0,16.0,27.0,0.0,144.0,,,6.6,4.2,10.0,6.2,40.0,39.0,71.0,73.0,
70,35,69.0,16.0,23.0,156.0,240.0,,,6.2,3.0,8.4,5.4,178.0,177.0,213.0,211.0,
71,65,55.0,8.0,14.0,0.0,144.0,,,0.0,5.6,0.0,8.4,0.0,0.0,206.0,221.0,
72,63,65.0,16.0,8.0,0.0,144.0,,,2.2,1.0,2.7,2.1,0.0,0.0,218.0,214.0,
73,2,60.0,8.0,5.0,0.0,144.0,,,0.0,2.0,0.0,3.0,0.0,0.0,205.0,201.0,
74,20,20.0,16.0,8.0,96.0,180.0,,,1.7,1.5,3.0,1.8,138.0,138.0,174.0,174.0,
75,5,5.0,16.0,16.0,0.0,144.0,,,4.3,2.1,7.2,2.4,0.0,0.0,175.0,187.0,
76,60,12.0,16.0,31.0,0.0,144.0,,,6.9,5.5,11.8,6.8,72.0,75.0,105.0,107.0,
77,23,3.0,8.0,7.0,96.0,180.0,,,2.8,0.0,4.2,0.0,149.0,149.0,181.0,181.0,
78,8,56.0,8.0,27.0,0.0,144.0,,,0.0,10.8,0.0,16.2,89.0,90.0,120.0,121.0,
79,6,68.0,8.0,30.0,0.0,144.0,,,12.0,0.0,18.0,0.0,88.0,89.0,119.0,120.0,
80,47,47.0,8.0,13.0,156.0,240.0,,,5.2,0.0,7.8,0.0,191.0,189.0,222.0,225.0,
81,49,58.0,8.0,10.0,0.0,144.0,,,4.0,0.0,6.0,0.0,0.0,0.0,221.0,236.0,
82,27,43.0,8.0,9.0,0.0,144.0,,,3.6,0.0,5.4,0.0,0.0,0.0,234.0,219.0,
83,37,31.0,16.0,14.0,0.0,144.0,,,3.4,2.2,5.1,3.3,0.0,0.0,230.0,216.0,
84,57,29.0,16.0,18.0,0.0,144.0,,,5.1,2.1,7.5,3.3,93.0,94.0,127.0,126.0,
85,63,23.0,8.0,2.0,0.0,144.0,,,0.8,0.0,1.2,0.0,0.0,0.0,197.0,197.0,
86,21,24.0,8.0,28.0,0.0,144.0,,,0.0,11.2,0.0,16.8,0.0,0.0,210.0,214.0,
87,12,24.0,8.0,13.0,0.0,144.0,,,5.2,0.0,7.8,0.0,90.0,89.0,122.0,120.0,
88,24,58.0,8.0,19.0,0.0,144.0,,,7.6,0.0,11.4,0.0,64.0,64.0,99.0,98.0,
89,67,5.0,8.0,25.0,0.0,144.0,,,0.0,10.0,0.0,15.0,0.0,0.0,178.0,194.0,
90,37,47.0,8.0,6.0,0.0,144.0,,,0.0,2.4,0.0,3.6,0.0,0.0,236.0,235.0,
91,49,42.0,16.0,13.0,0.0,144.0,,,3.0,2.2,4.9,2.9,0.0,0.0,236.0,232.0,
92,53,43.0,8.0,14.0,0.0,144.0,,,5.6,0.0,8.4,0.0,12.0,12.0,47.0,47.0,
93,61,52.0,16.0,3.0,156.0,240.0,,,0.9,0.3,1.2,0.6,175.0,175.0,209.0,209.0,
94,57,48.0,16.0,23.0,0.0,144.0,,,5.9,3.3,9.1,4.7,0.0,0.0,226.0,219.0,
95,56,37.0,16.0,6.0,0.0,144.0,,,1.7,0.7,2.1,1.5,0.0,0.0,212.0,213.0,
96,55,54.0,16.0,26.0,0.0,144.0,,,6.7,3.7,9.7,5.9,0.0,0.0,228.0,227.0,
97,4,18.0,16.0,35.0,0.0,144.0,,,10.0,4.0,11.7,9.3,0.0,0.0,194.0,181.0,
98,26,52.0,8.0,9.0,0.0,144.0,,,3.6,0.0,5.4,0.0,0.0,0.0,221.0,220.0,
99,26,35.0,8.0,15.0,0.0,144.0,,,0.0,6.0,0.0,9.0,77.0,75.0,109.0,107.0,
100,31,67.0,16.0,3.0,156.0,240.0,,,0.7,0.5,1.1,0.7,179.0,179.0,210.0,210.0,
101,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
