CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,305.0,300.0,472.0,482.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,7.7,4.3,10.3,7.7,197.0,204.0,381.0,379.0,
3,62,69.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1153.0,1156.0,1342.0,1335.0,
4,60,66.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,3.5,2.5,1250.0,1259.0,1434.0,1430.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,2.2,1.8,3.6,2.4,18.0,18.0,194.0,201.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,4.6,3.4,7.6,4.4,496.0,483.0,669.0,657.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,4.8,3.2,7.9,4.1,1073.0,1071.0,1236.0,1247.0,
8,34,60.0,16.0,20.0,2203.5,3390.0,,,4.8,3.2,7.1,4.9,2886.0,2881.0,3048.0,3049.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2593.0,2592.0,2764.0,2765.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,0.0,4.0,0.0,6.0,2785.0,2776.0,2962.0,2962.0,
11,35,69.0,8.0,10.0,2203.5,3390.0,,,4.0,0.0,6.0,0.0,2692.0,2686.0,2860.0,2862.0,
12,25,85.0,8.0,20.0,1356.0,2542.5,,,8.0,0.0,12.0,0.0,2104.0,2107.0,2284.0,2287.0,
13,22,75.0,8.0,30.0,2203.5,3390.0,,,0.0,12.0,0.0,18.0,2393.0,2392.0,2579.0,2573.0,
14,22,85.0,8.0,10.0,1356.0,2542.5,,,4.0,0.0,6.0,0.0,2014.0,2016.0,2191.0,2195.0,
15,20,80.0,16.0,40.0,1356.0,2542.5,,,9.2,6.8,16.5,7.5,2203.0,2203.0,2381.0,2386.0,
16,20,85.0,8.0,40.0,1356.0,2542.5,,,16.0,0.0,24.0,0.0,1934.0,1926.0,2105.0,2094.0,
17,18,75.0,16.0,20.0,1356.0,2542.5,,,4.9,3.1,6.7,5.3,2299.0,2309.0,2474.0,2483.0,
18,15,75.0,16.0,20.0,0.0,2034.0,,,4.9,3.1,7.3,4.7,1739.0,1733.0,1916.0,1908.0,
19,15,80.0,8.0,10.0,0.0,2034.0,,,4.0,0.0,6.0,0.0,1837.0,1825.0,2011.0,2000.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,2.3,1.7,3.6,2.4,10.0,1.0,180.0,184.0,
21,30,56.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,12.0,0.0,2975.0,2971.0,3149.0,3153.0,
