CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,8.0,10.0,0.0,600.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,981.0,995.0,
2,35,17.0,32.0,7.0,0.0,600.0,,,1.2,1.0,0.5,0.1,1.7,1.5,0.8,0.2,0.0,0.0,984.0,973.0,
3,55,45.0,8.0,13.0,0.0,600.0,,,0.0,0.0,5.2,0.0,0.0,0.0,7.8,0.0,0.0,0.0,969.0,990.0,
4,55,20.0,24.0,19.0,650.0,1000.0,,,4.0,3.1,0.0,0.5,6.1,4.2,0.0,1.2,602.0,608.0,868.0,867.0,
5,15,30.0,24.0,26.0,0.0,600.0,,,5.5,3.7,0.0,1.2,8.4,6.6,0.0,0.6,0.0,0.0,992.0,981.0,
6,25,30.0,24.0,3.0,0.0,600.0,,,0.0,0.6,0.4,0.2,0.0,1.0,0.7,0.1,341.0,321.0,601.0,601.0,
7,20,50.0,32.0,5.0,0.0,600.0,,,0.9,0.6,0.2,0.2,1.3,1.1,0.5,0.1,0.0,0.0,976.0,1000.0,
8,10,43.0,16.0,9.0,0.0,600.0,,,3.2,0.0,0.0,0.4,4.8,0.0,0.0,0.6,307.0,317.0,565.0,572.0,
9,55,60.0,32.0,16.0,0.0,600.0,,,2.9,2.0,1.1,0.4,4.2,3.0,2.0,0.5,318.0,328.0,572.0,588.0,
10,30,60.0,8.0,16.0,400.0,750.0,,,0.0,6.4,0.0,0.0,0.0,9.6,0.0,0.0,463.0,483.0,749.0,737.0,
11,20,65.0,8.0,12.0,0.0,600.0,,,0.0,4.8,0.0,0.0,0.0,7.2,0.0,0.0,139.0,146.0,406.0,391.0,
12,50,35.0,32.0,19.0,0.0,600.0,,,2.9,2.5,1.6,0.5,5.2,3.0,1.9,1.3,0.0,0.0,980.0,987.0,
13,30,25.0,32.0,23.0,650.0,1000.0,,,4.0,2.5,1.7,1.0,6.1,4.2,2.1,1.3,620.0,616.0,886.0,889.0,
14,15,10.0,8.0,20.0,0.0,600.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,31.0,24.0,279.0,288.0,
15,30,5.0,8.0,8.0,0.0,600.0,,,0.0,3.2,0.0,0.0,0.0,4.8,0.0,0.0,108.0,113.0,369.0,364.0,
16,10,20.0,16.0,19.0,0.0,600.0,,,0.0,4.3,3.3,0.0,0.0,6.9,4.5,0.0,202.0,201.0,451.0,448.0,
17,5,30.0,24.0,2.0,650.0,1000.0,,,0.4,0.3,0.2,0.0,0.5,0.4,0.2,0.1,679.0,671.0,935.0,931.0,
18,20,40.0,8.0,12.0,0.0,600.0,,,0.0,0.0,0.0,4.8,0.0,0.0,0.0,7.2,277.0,262.0,537.0,547.0,
19,15,60.0,32.0,17.0,0.0,600.0,,,2.8,2.3,1.2,0.6,4.8,3.5,1.4,0.4,204.0,185.0,466.0,444.0,
20,45,65.0,32.0,9.0,400.0,750.0,,,1.5,1.0,0.7,0.4,2.1,1.7,1.2,0.4,485.0,495.0,767.0,758.0,
21,45,20.0,8.0,11.0,0.0,600.0,,,0.0,4.4,0.0,0.0,0.0,6.6,0.0,0.0,0.0,0.0,975.0,979.0,
22,45,10.0,16.0,18.0,0.0,600.0,,,5.7,0.0,0.0,1.5,10.4,0.0,0.0,0.4,320.0,326.0,592.0,596.0,
23,55,5.0,24.0,29.0,0.0,600.0,,,6.6,0.0,3.6,1.4,12.4,0.0,4.4,0.6,135.0,143.0,393.0,389.0,
24,65,35.0,8.0,3.0,650.0,1000.0,,,1.2,0.0,0.0,0.0,1.8,0.0,0.0,0.0,645.0,642.0,914.0,902.0,
