CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,,,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,
0,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,41,49.0,16.0,10.0,149.5,230.0,,,2.2,1.8,3.9,2.1,150.0,151.0,184.0,184.0,
2,35,17.0,8.0,7.0,0.0,138.0,,,0.0,2.8,0.0,4.2,38.0,37.0,71.0,71.0,
3,55,45.0,16.0,13.0,0.0,138.0,,,3.2,2.0,5.7,2.1,105.0,104.0,138.0,138.0,
4,55,20.0,8.0,19.0,92.0,172.5,,,7.6,0.0,11.4,0.0,137.0,137.0,172.0,172.0,
5,15,30.0,8.0,26.0,0.0,138.0,,,0.0,10.4,0.0,15.6,21.0,24.0,54.0,57.0,
6,25,30.0,16.0,3.0,0.0,138.0,,,0.8,0.4,1.0,0.8,88.0,88.0,119.0,121.0,
7,20,50.0,8.0,5.0,0.0,138.0,,,0.0,2.0,0.0,3.0,69.0,71.0,101.0,102.0,
8,10,43.0,8.0,9.0,0.0,138.0,,,3.6,0.0,5.4,0.0,84.0,82.0,118.0,117.0,
9,55,60.0,8.0,16.0,0.0,138.0,,,0.0,6.4,0.0,9.6,85.0,84.0,118.0,120.0,
10,30,60.0,16.0,16.0,92.0,172.5,,,4.5,1.9,5.5,4.1,111.0,114.0,146.0,145.0,
11,20,65.0,16.0,12.0,0.0,138.0,,,2.7,2.1,5.3,1.9,56.0,54.0,89.0,89.0,
12,50,35.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,51.0,50.0,85.0,85.0,
13,30,25.0,8.0,23.0,149.5,230.0,,,0.0,9.2,0.0,13.8,147.0,146.0,180.0,179.0,
14,15,10.0,16.0,20.0,0.0,138.0,,,5.5,2.5,6.8,5.2,29.0,29.0,63.0,63.0,
15,30,5.0,16.0,8.0,0.0,138.0,,,2.1,1.1,3.1,1.7,51.0,51.0,83.0,84.0,
16,10,20.0,8.0,19.0,0.0,138.0,,,0.0,7.6,0.0,11.4,64.0,63.0,95.0,97.0,
17,5,30.0,8.0,2.0,149.5,230.0,,,0.8,0.0,1.2,0.0,147.0,145.0,179.0,177.0,
18,20,40.0,8.0,12.0,0.0,138.0,,,0.0,4.8,0.0,7.2,76.0,75.0,109.0,109.0,
19,15,60.0,8.0,17.0,0.0,138.0,,,0.0,6.8,0.0,10.2,64.0,64.0,98.0,97.0,
20,45,65.0,8.0,9.0,92.0,172.5,,,0.0,3.6,0.0,5.4,113.0,114.0,149.0,147.0,
21,45,20.0,16.0,11.0,0.0,138.0,,,3.0,1.4,4.5,2.1,52.0,50.0,84.0,85.0,
22,45,10.0,8.0,18.0,0.0,138.0,,,0.0,7.2,0.0,10.8,85.0,84.0,120.0,119.0,
23,55,5.0,16.0,29.0,0.0,138.0,,,8.4,3.2,11.1,6.3,55.0,58.0,88.0,90.0,
24,65,35.0,8.0,3.0,92.0,172.5,,,1.2,0.0,1.8,0.0,140.0,143.0,174.0,173.0,
25,65,20.0,8.0,6.0,149.5,230.0,,,0.0,2.4,0.0,3.6,156.0,154.0,186.0,189.0,
26,35,35.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
capacity,200,,,,,,,,,,,,,,,,
