CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_1_3,PROD_DEMAND_1_4,PROD_DEMAND_2_1,PROD_DEMAND_2_2,PROD_DEMAND_2_3,PROD_DEMAND_2_4,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 21
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,52,75.0,24.0,10.0,0.0,2034.0,,,2.1,1.5,0.0,0.4,3.0,2.2,0.0,0.8,0.0,0.0,3301.0,3317.0,
2,45,70.0,16.0,30.0,0.0,2034.0,,,8.6,0.0,3.4,0.0,12.0,0.0,6.0,0.0,0.0,0.0,3362.0,3382.0,
3,62,69.0,24.0,10.0,0.0,2034.0,,,2.6,0.0,1.3,0.1,4.2,0.0,1.2,0.7,0.0,0.0,3270.0,3327.0,
4,60,66.0,32.0,10.0,0.0,2034.0,,,1.9,1.3,0.7,0.1,2.9,1.8,1.2,0.1,1249.0,1249.0,1431.0,1436.0,
5,42,65.0,16.0,10.0,0.0,2034.0,,,3.4,0.0,0.0,0.6,5.4,0.0,0.0,0.6,0.0,0.0,3359.0,3346.0,
6,16,42.0,16.0,20.0,0.0,2034.0,,,5.6,0.0,2.4,0.0,8.5,0.0,3.5,0.0,492.0,492.0,673.0,660.0,
7,58,70.0,16.0,20.0,0.0,2034.0,,,0.0,0.0,4.2,3.8,0.0,0.0,10.9,1.1,0.0,0.0,3352.0,3279.0,
8,34,60.0,8.0,20.0,2203.5,3390.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,2883.0,2873.0,3063.0,3060.0,
9,28,70.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,2590.0,2589.0,2763.0,2777.0,
10,35,66.0,8.0,10.0,2203.5,3390.0,,,0.0,0.0,4.0,0.0,0.0,0.0,6.0,0.0,2779.0,2776.0,2961.0,2951.0,
11,35,69.0,32.0,10.0,2203.5,3390.0,,,1.7,1.2,0.9,0.2,2.6,2.1,0.9,0.4,2687.0,2689.0,2873.0,2861.0,
12,25,85.0,8.0,20.0,0.0,2034.0,,,0.0,0.0,0.0,8.0,0.0,0.0,0.0,12.0,0.0,0.0,3328.0,3372.0,
13,22,75.0,24.0,30.0,2203.5,3390.0,,,5.2,3.8,2.9,0.0,8.8,6.1,3.1,0.0,2394.0,2394.0,2565.0,2572.0,
14,22,85.0,24.0,10.0,0.0,2034.0,,,2.5,0.0,0.9,0.6,4.0,0.0,1.4,0.7,0.0,0.0,3346.0,3315.0,
15,20,80.0,8.0,40.0,1356.0,2542.5,,,0.0,0.0,0.0,16.0,0.0,0.0,0.0,24.0,2203.0,2202.0,2376.0,2391.0,
16,20,85.0,32.0,40.0,0.0,2034.0,,,6.9,4.9,3.6,0.6,10.1,7.4,5.8,0.7,0.0,0.0,3387.0,3268.0,
17,18,75.0,32.0,20.0,1356.0,2542.5,,,3.5,2.6,1.4,0.5,5.0,4.0,2.3,0.7,2295.0,2307.0,2483.0,2475.0,
18,15,75.0,32.0,20.0,0.0,2034.0,,,3.5,2.4,1.4,0.7,5.6,3.6,2.2,0.7,0.0,0.0,3341.0,3270.0,
19,15,80.0,24.0,10.0,0.0,2034.0,,,2.0,1.2,0.8,0.0,3.1,2.1,0.8,0.0,0.0,0.0,3296.0,3329.0,
20,30,50.0,16.0,10.0,0.0,2034.0,,,0.0,2.4,1.6,0.0,0.0,3.6,2.4,0.0,0.0,0.0,3324.0,3326.0,
21,30,56.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,3288.0,3334.0,
22,28,52.0,8.0,20.0,0.0,2034.0,,,8.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,13.0,6.0,192.0,189.0,
23,14,66.0,16.0,10.0,0.0,2034.0,,,0.0,2.3,1.7,0.0,0.0,3.9,2.1,0.0,1641.0,1642.0,1811.0,1805.0,
24,25,50.0,32.0,10.0,0.0,2034.0,,,1.9,1.3,0.6,0.2,2.6,1.8,1.2,0.3,0.0,0.0,3362.0,3353.0,
25,22,66.0,24.0,40.0,2203.5,3390.0,,,9.1,5.6,0.0,1.4,12.1,8.6,0.0,3.3,2497.0,2488.0,2667.0,2677.0,
26,8,62.0,16.0,10.0,0.0,2034.0,,,0.0,3.8,0.0,0.2,0.0,5.8,0.0,0.2,0.0,0.0,3328.0,3377.0,
27,23,52.0,24.0,10.0,0.0,2034.0,,,0.0,2.0,1.8,0.2,0.0,4.0,1.8,0.3,199.0,202.0,379.0,382.0,
28,4,55.0,16.0,20.0,0.0,2034.0,,,5.7,0.0,2.3,0.0,8.2,0.0,3.8,0.0,0.0,0.0,3284.0,3281.0,
29,20,50.0,24.0,10.0,0.0,2034.0,,,2.2,1.8,0.0,0.1,3.3,2.0,0.0,0.7,0.0,0.0,3379.0,3313.0,
