CUST NO.,XCOORD.,YCOORD.,updated_SERVICE_TIME,DEMAND,TW_START,TW_END,Unnamed: 7,Unnamed: 8,PROD_DEMAND_1_1,PROD_DEMAND_1_2,PROD_DEMAND_2_1,PROD_DEMAND_2_2,RES_TW_1_START,RES_TW_2_START,RES_TW_1_END,RES_TW_2_END,Unnamed: 17
0,40,50.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
1,45,68.0,8.0,10.0,803.4,1236.0,,,4.0,0.0,6.0,0.0,813.0,821.0,1063.0,1069.0,
2,45,70.0,8.0,30.0,494.4,927.0,,,12.0,0.0,18.0,0.0,742.0,748.0,956.0,955.0,
3,42,66.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,3.0,10.0,344.0,341.0,
4,42,68.0,16.0,10.0,494.4,927.0,,,2.6,1.4,3.6,2.4,638.0,643.0,879.0,883.0,
5,42,65.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,8.0,11.0,232.0,240.0,
6,40,69.0,16.0,20.0,494.4,927.0,,,5.4,2.6,7.7,4.3,492.0,498.0,834.0,824.0,
7,40,66.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,77.0,67.0,310.0,319.0,
8,38,68.0,8.0,20.0,0.0,741.6,,,8.0,0.0,12.0,0.0,139.0,124.0,452.0,445.0,
9,38,70.0,16.0,10.0,0.0,741.6,,,2.5,1.5,3.9,2.1,423.0,428.0,722.0,713.0,
10,35,66.0,16.0,10.0,0.0,741.6,,,2.6,1.4,3.6,2.4,279.0,266.0,499.0,503.0,
11,35,69.0,8.0,10.0,0.0,741.6,,,0.0,4.0,0.0,6.0,356.0,358.0,594.0,590.0,
12,25,85.0,8.0,20.0,494.4,927.0,,,8.0,0.0,12.0,0.0,541.0,540.0,844.0,843.0,
13,22,75.0,8.0,30.0,0.0,741.6,,,12.0,0.0,18.0,0.0,21.0,12.0,304.0,290.0,
14,22,85.0,16.0,10.0,0.0,741.6,,,2.8,1.2,3.9,2.1,482.0,479.0,702.0,707.0,
